Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Aven Fleetwing	2012	Aven_Fleetwing	U	3U	4	Creature - Bird Soldier	2	2	C	Flying Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Azure Mage	2012	Azure_Mage	U	1U	2	Creature - Human Wizard	2	1	U	{3}{U}: Draw a card.
Belltower Sphinx	2012	Belltower_Sphinx	U	4U	5	Creature - Sphinx	2	5	U	Flying Whenever a source deals damage to Belltower Sphinx, that source's controller puts that many cards from the top of his or her library into his or her graveyard.
Cancel	2012	Cancel	U	1UU	3	Instant			C	Counter target spell.
Chasm Drake	2012	Chasm_Drake	U	4U	5	Creature - Drake	3	3	C	Flying Whenever Chasm Drake attacks, target creature you control gains flying until end of turn.
Coral Merfolk	2012	Coral_Merfolk	U	1U	2	Creature - Merfolk	2	1	C	
Divination	2012	Divination	U	2U	3	Sorcery			C	Draw two cards.
Djinn of Wishes	2012	Djinn_of_Wishes	U	3UU	5	Creature - Djinn	4	4	R	Flying Djinn of Wishes enters the battlefield with three wish counters on it. {2}{U}{U}, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it.
Flashfreeze	2012	Flashfreeze	U	1U	2	Instant			U	Counter target red or green spell.
Flight	2012	Flight	U	U	1	Enchantment - Aura			C	Enchant creature Enchanted creature has flying.
Frost Breath	2012	Frost_Breath	U	2U	3	Instant			C	Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
Frost Titan	2012	Frost_Titan	U	4UU	6	Creature - Giant	6	6	M	Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}. Whenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step.
Harbor Serpent	2012	Harbor_Serpent	U	4UU	6	Creature - Serpent	5	5	C	Islandwalk (This creature is unblockable as long as defending player controls an Island.) Harbor Serpent can't attack unless there are five or more Islands on the battlefield.
Ice Cage	2012	Ice_Cage	U	1U	2	Enchantment - Aura			C	Enchant creature Enchanted creature can't attack or block, and its activated abilities can't be activated. When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.
Jace, Memory Adept	2012	Jace_Memory_Adept	U	3UU	5	Planeswalker - Jace	4		M	+1: Draw a card. Target player puts the top card of his or her library into his or her graveyard. 0: Target player puts the top ten cards of his or her library into his or her graveyard. -7: Any number of target players each draw twenty cards.
Jace's Archivist	2012	Jaces_Archivist	U	1UU	3	Creature - Vedalken Wizard	2	2	R	{U}, {T}: Each player discards his or her hand, then draws cards equal to the greatest number of cards a player discarded this way.
Jace's Erasure	2012	Jaces_Erasure	U	1U	2	Enchantment			C	Whenever you draw a card, you may have target player put the top card of his or her library into his or her graveyard.
Levitation	2012	Levitation	U	2UU	4	Enchantment			U	Creatures you control have flying.
Lord of the Unreal	2012	Lord_of_the_Unreal	U	UU	2	Creature - Human Wizard	2	2	R	Illusion creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.)
Mana Leak	2012	Mana_Leak	U	1U	2	Instant			C	Counter target spell unless its controller pays {3}.
Master Thief	2012	Master_Thief	U	2UU	4	Creature - Human Rogue	2	2	U	When Master Thief enters the battlefield, gain control of target artifact for as long as you control Master Thief.
Merfolk Looter	2012	Merfolk_Looter	U	1U	2	Creature - Merfolk Rogue	1	1	C	{T}: Draw a card, then discard a card.
Merfolk Mesmerist	2012	Merfolk_Mesmerist	U	1U	2	Creature - Merfolk Wizard	1	2	C	{U}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.
Mind Control	2012	Mind_Control	U	3UU	5	Enchantment - Aura			U	Enchant creature You control enchanted creature.
Mind Unbound	2012	Mind_Unbound	U	4UU	6	Enchantment			R	At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound.
Negate	2012	Negate	U	1U	2	Instant			C	Counter target noncreature spell.
Phantasmal Bear	2012	Phantasmal_Bear	U	U	1	Creature - Bear Illusion	2	2	C	When Phantasmal Bear becomes the target of a spell or ability, sacrifice it.
Phantasmal Dragon	2012	Phantasmal_Dragon	U	2UU	4	Creature - Dragon Illusion	5	5	U	Flying When Phantasmal Dragon becomes the target of a spell or ability, sacrifice it.
Phantasmal Image	2012	Phantasmal_Image	U	1U	2	Creature - Illusion	0	0	R	You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it gains "When this creature becomes the target of a spell or ability, sacrifice it."
Ponder	2012	Ponder	U	U	1	Sorcery			C	Look at the top three cards of your library, then put them back in any order. You may shuffle your library. Draw a card.
Redirect	2012	Redirect	U	UU	2	Instant			R	You may choose new targets for target spell.
Skywinder Drake	2012	Skywinder_Drake	U	2U	3	Creature - Drake	3	1	C	Flying Skywinder Drake can block only creatures with flying.
Sphinx of Uthuun	2012	Sphinx_of_Uthuun	U	5UU	7	Creature - Sphinx	5	6	R	Flying When Sphinx of Uthuun enters the battlefield, reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.
Time Reversal	2012	Time_Reversal	U	3UU	5	Sorcery			M	Each player shuffles his or her hand and graveyard into his or her library, then draws seven cards. Exile Time Reversal.
Turn to Frog	2012	Turn_to_Frog	U	1U	2	Instant			U	Target creature loses all abilities and becomes a 1/1 blue Frog until end of turn.
Unsummon	2012	Unsummon	U	U	1	Instant			C	Return target creature to its owner's hand.
Visions of Beyond	2012	Visions_of_Beyond	U	U	1	Instant			R	Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.
Blood Seeker	2012	Blood_Seeker	B	1B	2	Creature - Vampire Shaman	1	1	C	Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life.
Bloodlord of Vaasgoth	2012	Bloodlord_of_Vaasgoth	B	3BB	5	Creature - Vampire Warrior	3	3	M	Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.) Flying Whenever you cast a Vampire creature spell, it gains bloodthirst 3.
Bloodrage Vampire	2012	Bloodrage_Vampire	B	2B	3	Creature - Vampire	3	1	C	Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Brink of Disaster	2012	Brink_of_Disaster	B	2BB	4	Enchantment - Aura			C	Enchant creature or land When enchanted permanent becomes tapped, destroy it.
Call to the Grave	2012	Call_to_the_Grave	B	4B	5	Enchantment			R	At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature. At the beginning of the end step, if no creatures are on the battlefield, sacrifice Call to the Grave.
Cemetery Reaper	2012	Cemetery_Reaper	B	1BB	3	Creature - Zombie	2	2	R	Other Zombie creatures you control get +1/+1. {2}{B}, {T}: Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.
Child of Night	2012	Child_of_Night	B	1B	2	Creature - Vampire	2	1	C	Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Consume Spirit	2012	Consume_Spirit	B	X1B	2	Sorcery			U	Spend only black mana on X. Consume Spirit deals X damage to target creature or player and you gain X life.
Dark Favor	2012	Dark_Favor	B	1B	2	Enchantment - Aura			C	Enchant creature When Dark Favor enters the battlefield, you lose 1 life. Enchanted creature gets +3/+1.
Deathmark	2012	Deathmark	B	B	1	Sorcery			U	Destroy target green or white creature.
Devouring Swarm	2012	Devouring_Swarm	B	1BB	3	Creature - Insect	2	1	C	Flying Sacrifice a creature: Devouring Swarm gets +1/+1 until end of turn.
Diabolic Tutor	2012	Diabolic_Tutor	B	2BB	4	Sorcery			U	Search your library for a card and put that card into your hand. Then shuffle your library.
Disentomb	2012	Disentomb	B	B	1	Sorcery			C	Return target creature card from your graveyard to your hand.
Distress	2012	Distress	B	BB	2	Sorcery			C	Target player reveals his or her hand. You choose a nonland card from it. That player discards that card.
Doom Blade	2012	Doom_Blade	B	1B	2	Instant			C	Destroy target nonblack creature.
Drifting Shade	2012	Drifting_Shade	B	3B	4	Creature - Shade	1	1	C	Flying {B}: Drifting Shade gets +1/+1 until end of turn.
Duskhunter Bat	2012	Duskhunter_Bat	B	1B	2	Creature - Bat	1	1	C	Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.) Flying
Grave Titan	2012	Grave_Titan	B	4BB	6	Creature - Giant	6	6	M	Deathtouch Whenever Grave Titan enters the battlefield or attacks, put two 2/2 black Zombie creature tokens onto the battlefield.
Gravedigger	2012	Gravedigger	B	3B	4	Creature - Zombie	2	2	C	When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.
Hideous Visage	2012	Hideous_Visage	B	2B	3	Sorcery			C	Creatures you control gain intimidate until end of turn. (Each of those creatures can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Mind Rot	2012	Mind_Rot	B	2B	3	Sorcery			C	Target player discards two cards.
Monomania	2012	Monomania	B	3BB	5	Sorcery			R	Target player chooses a card in his or her hand and discards the rest.
Onyx Mage	2012	Onyx_Mage	B	1B	2	Creature - Human Wizard	2	1	U	{1}{B}: Target creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
Reassembling Skeleton	2012	Reassembling_Skeleton	B	1B	2	Creature - Skeleton Warrior	1	1	U	{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.
Royal Assassin	2012	Royal_Assassin	B	1BB	3	Creature - Human Assassin	1	1	R	{T}: Destroy target tapped creature.
Rune-Scarred Demon	2012	Rune_Scarred_Demon	B	5BB	7	Creature - Demon	6	6	R	Flying When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle your library.
Sengir Vampire	2012	Sengir_Vampire	B	3BB	5	Creature - Vampire	4	4	U	Flying Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.
Smallpox	2012	Smallpox	B	BB	2	Sorcery			U	Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.
Sorin Markov	2012	Sorin_Markov	B	3BBB	6	Planeswalker - Sorin	4		M	+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life. -3: Target opponent's life total becomes 10. -7: You control target player during that player's next turn.
Sorin's Thirst	2012	Sorins_Thirst	B	BB	2	Instant			C	Sorin's Thirst deals 2 damage to target creature and you gain 2 life.
Sorin's Vengeance	2012	Sorins_Vengeance	B	4BBB	7	Sorcery			R	Sorin's Vengeance deals 10 damage to target player and you gain 10 life.
Sutured Ghoul	2012	Sutured_Ghoul	B	4BBB	7	Creature - Zombie	*	*	R	Trample As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard. Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.
Taste of Blood	2012	Taste_of_Blood	B	B	1	Sorcery			C	Taste of Blood deals 1 damage to target player and you gain 1 life.
Tormented Soul	2012	Tormented_Soul	B	B	1	Creature - Spirit	1	1	C	Tormented Soul can't block and is unblockable.
Vampire Outcasts	2012	Vampire_Outcasts	B	2BB	4	Creature - Vampire	2	2	U	Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.) Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Vengeful Pharaoh	2012	Vengeful_Pharaoh	B	2BBB	5	Creature - Zombie	5	4	R	Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) Whenever combat damage is dealt to you or a planeswalker you control, if Vengeful Pharaoh is in your graveyard, destroy target attacking creature, then put Vengeful Pharaoh on top of your library.
Warpath Ghoul	2012	Warpath_Ghoul	B	2B	3	Creature - Zombie	3	2	C	
Wring Flesh	2012	Wring_Flesh	B	B	1	Instant			C	Target creature gets -3/-1 until end of turn.
Zombie Goliath	2012	Zombie_Goliath	B	4B	5	Creature - Zombie Giant	4	3	C	
Zombie Infestation	2012	Zombie_Infestation	B	1B	2	Enchantment			U	Discard two cards: Put a 2/2 black Zombie creature token onto the battlefield.
Act of Treason	2012	Act_of_Treason	R	2R	3	Sorcery			C	Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.)
Blood Ogre	2012	Blood_Ogre	R	2R	3	Creature - Ogre Warrior	2	2	C	Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.) First strike (This creature deals combat damage before creatures without first strike.)
Bonebreaker Giant	2012	Bonebreaker_Giant	R	4R	5	Creature - Giant	4	4	C	
Chandra, the Firebrand	2012	Chandra_the_Firebrand	R	3R	4	Planeswalker - Chandra	3		M	+1: Chandra, the Firebrand deals 1 damage to target creature or player. -2: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy. -6: Chandra, the Firebrand deals 6 damage to each of up to six target creatures and/or players.
Chandra's Outrage	2012	Chandras_Outrage	R	2RR	4	Instant			C	Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.
Chandra's Phoenix	2012	Chandras_Phoenix	R	1RR	3	Creature - Phoenix	2	2	R	Flying Haste (This creature can attack and {T} as soon as it comes under your control.) Whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandra's Phoenix from your graveyard to your hand.
Circle of Flame	2012	Circle_of_Flame	R	1R	2	Enchantment			U	Whenever a creature without flying attacks you or a planeswalker you control, Circle of Flame deals 1 damage to that creature.
Combust	2012	Combust	R	1R	2	Instant			U	Combust can't be countered by spells or abilities. Combust deals 5 damage to target white or blue creature. The damage can't be prevented.
Crimson Mage	2012	Crimson_Mage	R	1R	2	Creature - Human Shaman	2	1	U	{R}: Target creature you control gains haste until end of turn. (It can attack and {T} this turn.)
Fiery Hellhound	2012	Fiery_Hellhound	R	1RR	3	Creature - Elemental Hound	2	2	C	{R}: Fiery Hellhound gets +1/+0 until end of turn.
Fireball	2012	Fireball	R	XR	1	Sorcery			U	Fireball deals X damage divided evenly, rounded down, among any number of target creatures and/or players. Fireball costs {1} more to cast for each target beyond the first.
Firebreathing	2012	Firebreathing	R	R	1	Enchantment - Aura			C	Enchant creature {R}: Enchanted creature gets +1/+0 until end of turn.
Flameblast Dragon	2012	Flameblast_Dragon	R	4RR	6	Creature - Dragon	5	5	R	Flying Whenever Flameblast Dragon attacks, you may pay {X}{R}. If you do, Flameblast Dragon deals X damage to target creature or player.
Fling	2012	Fling	R	1R	2	Instant			C	As an additional cost to cast Fling, sacrifice a creature. Fling deals damage equal to the sacrificed creature's power to target creature or player.
Furyborn Hellkite	2012	Furyborn_Hellkite	R	4RRR	7	Creature - Dragon	6	6	M	Bloodthirst 6 (If an opponent was dealt damage this turn, this creature enters the battlefield with six +1/+1 counters on it.) Flying
Goblin Arsonist	2012	Goblin_Arsonist	R	R	1	Creature - Goblin Shaman	1	1	C	When Goblin Arsonist dies, you may have it deal 1 damage to target creature or player.
Goblin Bangchuckers	2012	Goblin_Bangchuckers	R	2RR	4	Creature - Goblin Warrior	2	2	U	{T}: Flip a coin. If you win the flip, Goblin Bangchuckers deals 2 damage to target creature or player. If you lose the flip, Goblin Bangchuckers deals 2 damage to itself.
Goblin Chieftain	2012	Goblin_Chieftain	R	1RR	3	Creature - Goblin	2	2	R	Haste (This creature can attack and {T} as soon as it comes under your control.) Other Goblin creatures you control get +1/+1 and have haste.
Goblin Fireslinger	2012	Goblin_Fireslinger	R	R	1	Creature - Goblin Warrior	1	1	C	{T}: Goblin Fireslinger deals 1 damage to target player.
Goblin Grenade	2012	Goblin_Grenade	R	R	1	Sorcery			U	As an additional cost to cast Goblin Grenade, sacrifice a Goblin. Goblin Grenade deals 5 damage to target creature or player.
Goblin Piker	2012	Goblin_Piker	R	1R	2	Creature - Goblin Warrior	2	1	C	
Goblin Tunneler	2012	Goblin_Tunneler	R	1R	2	Creature - Goblin Rogue	1	1	C	{T}: Target creature with power 2 or less is unblockable this turn.
Goblin War Paint	2012	Goblin_War_Paint	R	1R	2	Enchantment - Aura			C	Enchant creature Enchanted creature gets +2/+2 and has haste. (It can attack and {T} no matter when it came under its controller's control.)
Gorehorn Minotaurs	2012	Gorehorn_Minotaurs	R	2RR	4	Creature - Minotaur Warrior	3	3	C	Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Grim Lavamancer	2012	Grim_Lavamancer	R	R	1	Creature - Human Wizard	1	1	R	{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.
Incinerate	2012	Incinerate	R	1R	2	Instant			C	Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.
Inferno Titan	2012	Inferno_Titan	R	4RR	6	Creature - Giant	6	6	M	{R}: Inferno Titan gets +1/+0 until end of turn. Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.
Lava Axe	2012	Lava_Axe	R	4R	5	Sorcery			C	Lava Axe deals 5 damage to target player.
Lightning Elemental	2012	Lightning_Elemental	R	3R	4	Creature - Elemental	4	1	C	Haste (This creature can attack and {T} as soon as it comes under your control.)
Manabarbs	2012	Manabarbs	R	3R	4	Enchantment			R	Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.
Manic Vandal	2012	Manic_Vandal	R	2R	3	Creature - Human Warrior	2	2	C	When Manic Vandal enters the battlefield, destroy target artifact.
Reverberate	2012	Reverberate	R	RR	2	Instant			R	Copy target instant or sorcery spell. You may choose new targets for the copy.
Scrambleverse	2012	Scrambleverse	R	6RR	8	Sorcery			R	For each nonland permanent, choose a player at random. Then each player gains control of each permanent for which he or she was chosen. Untap those permanents.
Shock	2012	Shock	R	R	1	Instant			C	Shock deals 2 damage to target creature or player.
Slaughter Cry	2012	Slaughter_Cry	R	2R	3	Instant			C	Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.)
Stormblood Berserker	2012	Stormblood_Berserker	R	1R	2	Creature - Human Berserker	1	1	U	Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.) Stormblood Berserker can't be blocked except by two or more creatures.
Tectonic Rift	2012	Tectonic_Rift	R	3R	4	Sorcery			U	Destroy target land. Creatures without flying can't block this turn.
Volcanic Dragon	2012	Volcanic_Dragon	R	4RR	6	Creature - Dragon	4	4	U	Flying Haste (This creature can attack and {T} as soon as it comes under your control.)
Wall of Torches	2012	Wall_of_Torches	R	1R	2	Creature - Wall	4	1	C	Defender (This creature can't attack.)
Warstorm Surge	2012	Warstorm_Surge	R	5R	6	Enchantment			R	Whenever a creature enters the battlefield under your control, it deals damage equal to its power to target creature or player.
Acidic Slime	2012	Acidic_Slime	G	3GG	5	Creature - Ooze	2	2	U	Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.) When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.
Arachnus Spinner	2012	Arachnus_Spinner	G	5G	6	Creature - Spider	5	7	R	Reach (This creature can block creatures with flying.) Tap an untapped Spider you control: Search your graveyard and/or library for a card named Arachnus Web and put it onto the battlefield attached to target creature. If you search your library this way, shuffle it.
Arachnus Web	2012	Arachnus_Web	G	2G	3	Enchantment - Aura			C	Enchant creature Enchanted creature can't attack or block, and its activated abilities can't be activated. At the beginning of the end step, if enchanted creature's power is 4 or greater, destroy Arachnus Web.
Autumn's Veil	2012	Autumns_Veil	G	G	1	Instant			U	Spells you control can't be countered by blue or black spells this turn, and creatures you control can't be the targets of blue or black spells this turn.
Birds of Paradise	2012	Birds_of_Paradise	G	G	1	Creature - Bird	0	1	R	Flying {T}: Add one mana of any color to your mana pool.
Bountiful Harvest	2012	Bountiful_Harvest	G	4G	5	Sorcery			C	You gain 1 life for each land you control.
Brindle Boar	2012	Brindle_Boar	G	2G	3	Creature - Boar	2	2	C	Sacrifice Brindle Boar: You gain 4 life.
Carnage Wurm	2012	Carnage_Wurm	G	6G	7	Creature - Wurm	6	6	U	Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.) Trample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)
Cudgel Troll	2012	Cudgel_Troll	G	2GG	4	Creature - Troll	4	3	U	{G}: Regenerate Cudgel Troll. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
Doubling Chant	2012	Doubling_Chant	G	5G	6	Sorcery			R	For each creature you control, you may search your library for a creature card with the same name as that creature. Put those cards onto the battlefield, then shuffle your library.
Dungrove Elder	2012	Dungrove_Elder	G	2G	3	Creature - Treefolk	*	*	R	Hexproof (This creature can't be the target of spells or abilities your opponents control.) Dungrove Elder's power and toughness are each equal to the number of Forests you control.
Elvish Archdruid	2012	Elvish_Archdruid	G	1GG	3	Creature - Elf Druid	2	2	R	Other Elf creatures you control get +1/+1. {T}: Add {G} to your mana pool for each Elf you control.
Fog	2012	Fog	G	G	1	Instant			C	Prevent all combat damage that would be dealt this turn.
Garruk, Primal Hunter	2012	Garruk_Primal_Hunter	G	2GGG	5	Planeswalker - Garruk	3		M	+1: Put a 3/3 green Beast creature token onto the battlefield. -3: Draw cards equal to the greatest power among creatures you control. -6: Put a 6/6 green Wurm creature token onto the battlefield for each land you control.
Garruk's Companion	2012	Garruks_Companion	G	GG	2	Creature - Beast	3	2	C	Trample (If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)
