Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Temporal Distortion	invasion	79	U	3UU	5	Enchantment			R	Whenever a creature or land becomes tapped, put an hourglass counter on it. Permanents with hourglass counters on them don't untap during their controllers' untap steps. At the beginning of each player's upkeep, remove all hourglass counters from permanents that player controls.
Tidal Visionary	invasion	80	U	U	1	Creature - Merfolk Wizard	1	1	C	{T}: Target creature becomes the color of your choice until end of turn.
Tolarian Emissary	invasion	81	U	2U	3	Creature - Human Wizard	1	2	U	Kicker {1}{W} (You may pay an additional {1}{W} as you cast this spell.) Flying When Tolarian Emissary enters the battlefield, if the kicker cost was paid, destroy target enchantment.
Tower Drake	invasion	82	U	2U	3	Creature - Drake	2	1	C	Flying {W}: Tower Drake gets +0/+1 until end of turn.
Traveler's Cloak	invasion	83	U	2U	3	Enchantment - Aura			C	Enchant creature As Traveler's Cloak enters the battlefield, choose a land type. When Traveler's Cloak enters the battlefield, draw a card. Enchanted creature has landwalk of the chosen type.
Vodalian Hypnotist	invasion	84	U	1U	2	Creature - Merfolk Wizard	1	1	U	{2}{B}, {T}: Target player discards a card. Activate this ability only any time you could cast a sorcery.
Vodalian Merchant	invasion	85	U	1U	2	Creature - Merfolk	1	2	C	When Vodalian Merchant enters the battlefield, draw a card, then discard a card.
Vodalian Serpent	invasion	86	U	3U	4	Creature - Serpent	2	2	C	Kicker {2} (You may pay an additional {2} as you cast this spell.) Vodalian Serpent can't attack unless defending player controls an Island. If the kicker cost was paid, Vodalian Serpent enters the battlefield with four +1/+1 counters on it.
Wash Out	invasion	87	U	3U	4	Sorcery			U	Return all permanents of the color of your choice to their owners' hands.
Well-Laid Plans	invasion	88	U	2U	3	Enchantment			R	Prevent all damage that would be dealt to a creature by another creature if they share a color.
Worldly Counsel	invasion	89	U	1U	2	Instant			C	Domain - Look at the top X cards of your library, where X is the number of basic land types among lands you control. Put one of those cards into your hand and the rest on the bottom of your library in any order.
Zanam Djinn	invasion	90	U	5U	6	Creature - Djinn	5	6	U	Flying Zanam Djinn gets -2/-2 as long as blue is the most common color among all permanents or is tied for most common.
Addle	invasion	91	B	1B	2	Sorcery			U	Choose a color. Target player reveals his or her hand and you choose a card of that color from it. That player discards that card.
Agonizing Demise	invasion	92	B	3B	4	Instant			C	Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.) Destroy target nonblack creature. It can't be regenerated. If the kicker cost was paid, Agonizing Demise deals damage equal to that creature's power to the creature's controller.
Andradite Leech	invasion	93	B	2B	3	Creature - Leech	2	2	R	Black spells you cast cost {B} more to cast. {B}: Andradite Leech gets +1/+1 until end of turn.
Annihilate	invasion	94	B	3BB	5	Instant			U	Destroy target nonblack creature. It can't be regenerated. Draw a card.
Bog Initiate	invasion	95	B	1B	2	Creature - Human Wizard	1	1	C	{1}: Add {B} to your mana pool.
Cremate	invasion	96	B	B	1	Instant			U	Exile target card from a graveyard. Draw a card.
Crypt Angel	invasion	97	B	4B	5	Creature - Angel	3	3	R	Flying, protection from white When Crypt Angel enters the battlefield, return target blue or red creature card from your graveyard to your hand.
Cursed Flesh	invasion	98	B	B	1	Enchantment - Aura			C	Enchant creature Enchanted creature gets -1/-1 and has fear. (It can't be blocked except by artifact creatures and/or black creatures.)
Defiling Tears	invasion	99	B	2B	3	Instant			U	Until end of turn, target creature becomes black, gets +1/-1, and gains "{B}: Regenerate this creature."
Desperate Research	invasion	100	B	1B	2	Sorcery			R	Name a card other than a basic land card. Then reveal the top seven cards of your library and put all of them with that name into your hand. Exile the rest.
Devouring Strossus	invasion	101	B	5BBB	8	Creature - Horror	9	9	R	Flying, trample At the beginning of your upkeep, sacrifice a creature. Sacrifice a creature: Regenerate Devouring Strossus.
Do or Die	invasion	102	B	1B	2	Sorcery			R	Separate all creatures target player controls into two piles. Destroy all creatures in the pile of that player's choice. They can't be regenerated.
Dredge	invasion	103	B	B	1	Instant			U	Sacrifice a creature or land. Draw a card.
Duskwalker	invasion	104	B	B	1	Creature - Human Minion	1	1	C	Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.) If the kicker cost was paid, Duskwalker enters the battlefield with two +1/+1 counters on it and with fear. (It can't be blocked except by artifact creatures and/or black creatures.)
Exotic Curse	invasion	105	B	2B	3	Enchantment - Aura			C	Enchant creature Domain - Enchanted creature gets -1/-1 for each basic land type among lands you control.
Firescreamer	invasion	106	B	3B	4	Creature - Kavu	2	2	C	{R}: Firescreamer gets +1/+0 until end of turn.
Goham Djinn	invasion	107	B	5B	6	Creature - Djinn	5	5	U	{1}{B}: Regenerate Goham Djinn. Goham Djinn gets -2/-2 as long as black is the most common color among all permanents or is tied for most common.
Hate Weaver	invasion	108	B	1B	2	Creature - Zombie Wizard	2	1	U	{2}: Target blue or red creature gets +1/+0 until end of turn.
Hypnotic Cloud	invasion	109	B	1B	2	Sorcery			C	Kicker {4} (You may pay an additional {4} as you cast this spell.) Target player discards a card. If the kicker cost was paid, that player discards three cards instead.
Marauding Knight	invasion	110	B	2BB	4	Creature - Zombie Knight	2	2	R	Protection from white Marauding Knight gets +1/+1 for each Plains your opponents control.
Mourning	invasion	111	B	1B	2	Enchantment - Aura			C	Enchant creature Enchanted creature gets -2/-0. {B}: Return Mourning to its owner's hand.
Nightscape Apprentice	invasion	112	B	B	1	Creature - Zombie Wizard	1	1	C	{U}, {T}: Put target creature you control on top of its owner's library. {R}, {T}: Target creature gains first strike until end of turn.
Nightscape Master	invasion	113	B	2BB	4	Creature - Zombie Wizard	2	2	R	{U}{U}, {T}: Return target creature to its owner's hand. {R}{R}, {T}: Nightscape Master deals 2 damage to target creature.
Phyrexian Battleflies	invasion	114	B	B	1	Creature - Insect	0	1	C	Flying {B}: Phyrexian Battleflies gets +1/+0 until end of turn. Activate this ability no more than twice each turn.
Phyrexian Delver	invasion	115	B	3BB	5	Creature - Zombie	3	2	R	When Phyrexian Delver enters the battlefield, return target creature card from your graveyard to the battlefield. You lose life equal to that card's converted mana cost.
Phyrexian Infiltrator	invasion	116	B	2B	3	Creature - Minion	2	2	R	{2}{U}{U}: Exchange control of Phyrexian Infiltrator and target creature. (This effect lasts indefinitely.)
Phyrexian Reaper	invasion	117	B	4B	5	Creature - Zombie	3	3	C	Whenever Phyrexian Reaper becomes blocked by a green creature, destroy that creature. It can't be regenerated.
Phyrexian Slayer	invasion	118	B	3B	4	Creature - Minion	2	2	C	Flying Whenever Phyrexian Slayer becomes blocked by a white creature, destroy that creature. It can't be regenerated.
Plague Spitter	invasion	119	B	2B	3	Creature - Horror	2	2	U	At the beginning of your upkeep, Plague Spitter deals 1 damage to each creature and each player. When Plague Spitter is put into a graveyard from the battlefield, Plague Spitter deals 1 damage to each creature and each player.
Ravenous Rats	invasion	120	B	1B	2	Creature - Rat	1	1	C	When Ravenous Rats enters the battlefield, target opponent discards a card.
Reckless Spite	invasion	121	B	1BB	3	Instant			U	Destroy two target nonblack creatures. You lose 5 life.
Recover	invasion	122	B	2B	3	Sorcery			C	Return target creature card from your graveyard to your hand. Draw a card.
Scavenged Weaponry	invasion	123	B	2B	3	Enchantment - Aura			C	Enchant creature When Scavenged Weaponry enters the battlefield, draw a card. Enchanted creature gets +1/+1.
Soul Burn	invasion	124	B	X2B	3	Sorcery			C	Spend only black and/or red mana on X. Soul Burn deals X damage to target creature or player. You gain life equal to the damage dealt, but not more than the amount of {B} spent on X, the player's life total before Soul Burn dealt damage, or the creature's toughness.
Spreading Plague	invasion	125	B	4B	5	Enchantment			R	Whenever a creature enters the battlefield, destroy all other creatures that share a color with it. They can't be regenerated.
Tainted Well	invasion	126	B	2B	3	Enchantment - Aura			C	Enchant land When Tainted Well enters the battlefield, draw a card. Enchanted land is a Swamp.
Trench Wurm	invasion	127	B	3B	4	Creature - Wurm	3	3	U	{2}{R}, {T}: Destroy target nonbasic land.
Tsabo's Assassin	invasion	128	B	2BB	4	Creature - Zombie Assassin	1	1	R	{T}: Destroy target creature if it shares a color with the most common color among all permanents or a color tied for most common. A creature destroyed this way can't be regenerated.
Tsabo's Decree	invasion	129	B	5B	6	Instant			R	Choose a creature type. Target player reveals his or her hand and discards all creature cards of that type. Then destroy all creatures of that type that player controls. They can't be regenerated.
Twilight's Call	invasion	130	B	4BB	6	Sorcery			R	You may cast Twilight's Call any time you could cast an instant if you pay {2} more to cast it. Each player returns all creature cards from his or her graveyard to the battlefield.
Urborg Emissary	invasion	131	B	2B	3	Creature - Human Wizard	3	1	U	Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.) When Urborg Emissary enters the battlefield, if the kicker cost was paid, return target permanent to its owner's hand.
Urborg Phantom	invasion	132	B	2B	3	Creature - Spirit Minion	3	1	C	Urborg Phantom can't block. {U}: Prevent all combat damage that would be dealt to and dealt by Urborg Phantom this turn.
Urborg Shambler	invasion	133	B	2BB	4	Creature - Horror	4	3	U	Other black creatures get -1/-1.
Urborg Skeleton	invasion	134	B	B	1	Creature - Skeleton	0	1	C	Kicker {3} (You may pay an additional {3} as you cast this spell.) {B}: Regenerate Urborg Skeleton. If the kicker cost was paid, Urborg Skeleton enters the battlefield with a +1/+1 counter on it.
Yawgmoth's Agenda	invasion	135	B	3BB	5	Enchantment			R	You can't cast more than one spell each turn. You may play cards from your graveyard. If a card would be put into your graveyard from anywhere, exile it instead.
Ancient Kavu	invasion	136	R	3R	4	Creature - Kavu	3	3	C	{2}: Ancient Kavu becomes colorless until end of turn.
Bend or Break	invasion	137	R	3R	4	Sorcery			R	Each player separates all lands he or she controls into two piles. For each player, an opponent chooses a pile. Destroy all lands in the chosen piles. Tap all lands in the other piles.
Breath of Darigaaz	invasion	138	R	1R	2	Sorcery			U	Kicker {2} (You may pay an additional {2} as you cast this spell.) Breath of Darigaaz deals 1 damage to each creature without flying and each player. If the kicker cost was paid, Breath of Darigaaz deals 4 damage to each creature without flying and each player instead.
Callous Giant	invasion	139	R	4RR	6	Creature - Giant	4	4	R	If a source would deal 3 or less damage to Callous Giant, prevent that damage.
Chaotic Strike	invasion	140	R	1R	2	Instant			U	Cast Chaotic Strike only during combat after blockers are declared. Flip a coin. If you win the flip, target creature gets +1/+1 until end of turn. Draw a card.
Collapsing Borders	invasion	141	R	3R	4	Enchantment			R	Domain - At the beginning of each player's upkeep, that player gains 1 life for each basic land type among lands he or she controls. Then Collapsing Borders deals 3 damage to him or her.
Crown of Flames	invasion	142	R	R	1	Enchantment - Aura			C	Enchant creature {R}: Enchanted creature gets +1/+0 until end of turn. {R}: Return Crown of Flames to its owner's hand.
Firebrand Ranger	invasion	143	R	1R	2	Creature - Human Soldier	2	1	U	{G}, {T}: You may put a basic land card from your hand onto the battlefield.
Ghitu Fire	invasion	144	R	XR	1	Sorcery			R	You may cast Ghitu Fire any time you could cast an instant if you pay {2} more to cast it. Ghitu Fire deals X damage to target creature or player.
Goblin Spy	invasion	145	R	R	1	Creature - Goblin Rogue	1	1	U	Play with the top card of your library revealed.
Halam Djinn	invasion	146	R	5R	6	Creature - Djinn	6	5	U	Haste Halam Djinn gets -2/-2 as long as red is the most common color among all permanents or is tied for most common.
Hooded Kavu	invasion	147	R	2R	3	Creature - Kavu	2	2	C	{B}: Hooded Kavu gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)
Kavu Aggressor	invasion	148	R	2R	3	Creature - Kavu	3	2	C	Kicker {4} (You may pay an additional {4} as you cast this spell.) Kavu Aggressor can't block. If the kicker cost was paid, Kavu Aggressor enters the battlefield with a +1/+1 counter on it.
Kavu Monarch	invasion	149	R	2RR	4	Creature - Kavu	3	3	R	Kavu creatures have trample. Whenever another Kavu enters the battlefield, put a +1/+1 counter on Kavu Monarch.
Kavu Runner	invasion	150	R	3R	4	Creature - Kavu	3	3	U	Kavu Runner has haste as long as no opponent controls a white or blue creature.
Kavu Scout	invasion	151	R	2R	3	Creature - Kavu Scout	0	2	C	Domain - Kavu Scout gets +1/+0 for each basic land type among lands you control.
Lightning Dart	invasion	152	R	1R	2	Instant			U	Lightning Dart deals 1 damage to target creature. If that creature is white or blue, Lightning Dart deals 4 damage to it instead.
Loafing Giant	invasion	153	R	4R	5	Creature - Giant	4	6	R	Whenever Loafing Giant attacks or blocks, put the top card of your library into your graveyard. If that card is a land card, prevent all combat damage that Loafing Giant would deal this turn.
Mages' Contest	invasion	154	R	1RR	3	Instant			R	You and target spell's controller bid life. You start the bidding with a bid of 1. In turn order, each player may top the high bid. The bidding ends if the high bid stands. The high bidder loses life equal to the high bid. If you win the bidding, counter that spell.
Maniacal Rage	invasion	155	R	1R	2	Enchantment - Aura			C	Enchant creature Enchanted creature gets +2/+2 and can't block.
Obliterate	invasion	156	R	6RR	8	Sorcery			R	Obliterate can't be countered. Destroy all artifacts, creatures, and lands. They can't be regenerated.
Overload	invasion	157	R	R	1	Instant			C	Kicker {2} (You may pay an additional {2} as you cast this spell.) Destroy target artifact if its converted mana cost is 2 or less. If the kicker cost was paid, destroy that artifact if its converted mana cost is 5 or less instead.
Pouncing Kavu	invasion	158	R	1R	2	Creature - Kavu	1	1	C	Kicker {2}{R} (You may pay an additional {2}{R} as you cast this spell.) First strike If the kicker cost was paid, Pouncing Kavu enters the battlefield with two +1/+1 counters on it and with haste.
Rage Weaver	invasion	159	R	1R	2	Creature - Human Wizard	2	1	U	{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.)
Rogue Kavu	invasion	160	R	1R	2	Creature - Kavu	1	1	C	Whenever Rogue Kavu attacks alone, it gets +2/+0 until end of turn.
Ruby Leech	invasion	161	R	1R	2	Creature - Leech	2	2	R	First strike Red spells you cast cost {R} more to cast.
Savage Offensive	invasion	162	R	1R	2	Sorcery			C	Kicker {G} (You may pay an additional {G} as you cast this spell.) Creatures you control gain first strike until end of turn. If the kicker cost was paid, they get +1/+1 until end of turn.
Scarred Puma	invasion	163	R	R	1	Creature - Cat	2	1	C	Scarred Puma can't attack unless a black or green creature also attacks.
Scorching Lava	invasion	164	R	1R	2	Instant			C	Kicker {R} (You may pay an additional {R} as you cast this spell.) Scorching Lava deals 2 damage to target creature or player. If the kicker cost was paid, that creature can't be regenerated this turn and if it would be put into a graveyard this turn, exile it instead.
Searing Rays	invasion	165	R	2R	3	Sorcery			U	Choose a color. Searing Rays deals damage to each player equal to the number of creatures of that color that player controls.
Shivan Emissary	invasion	166	R	2R	3	Creature - Human Wizard	1	1	U	Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.) When Shivan Emissary enters the battlefield, if the kicker cost was paid, destroy target nonblack creature. It can't be regenerated.
Shivan Harvest	invasion	167	R	1R	2	Enchantment			U	{1}{R}, Sacrifice a creature: Destroy target nonbasic land.
Skittish Kavu	invasion	168	R	1R	2	Creature - Kavu	1	1	U	Skittish Kavu gets +1/+1 as long as no opponent controls a white or blue creature.
Skizzik	invasion	169	R	3R	4	Creature - Elemental	5	3	R	Kicker {R} (You may pay an additional {R} as you cast this spell.) Trample, haste At the beginning of the end step, sacrifice Skizzik unless the kicker cost was paid.
Slimy Kavu	invasion	170	R	2R	3	Creature - Kavu	2	2	C	{T}: Target land becomes a Swamp until end of turn.
Stand or Fall	invasion	171	R	3R	4	Enchantment			R	At the beginning of your combat phase, separate all creatures defending player controls into two piles. Only creatures in the pile of that player's choice can block this turn.
Stun	invasion	172	R	1R	2	Instant			C	Target creature can't block this turn. Draw a card.
Tectonic Instability	invasion	173	R	2R	3	Enchantment			R	Whenever a land enters the battlefield, tap all lands its controller controls.
Thunderscape Apprentice	invasion	174	R	R	1	Creature - Human Wizard	1	1	C	{B}, {T}: Target player loses 1 life. {G}, {T}: Target creature gets +1/+1 until end of turn.
Thunderscape Master	invasion	175	R	2RR	4	Creature - Human Wizard	2	2	R	{B}{B}, {T}: Target player loses 2 life and you gain 2 life. {G}{G}, {T}: Creatures you control get +2/+2 until end of turn.
