Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Whiplash Trap	zendikar	77	U	3UU	5	Instant - Trap			C	If an opponent had two or more creatures enter the battlefield under his or her control this turn, you may pay {U} rather than pay Whiplash Trap's mana cost. Return two target creatures to their owners' hands.
Windrider Eel	zendikar	78	U	3U	4	Creature - Fish	2	2	C	Flying Landfall - Whenever a land enters the battlefield under your control, Windrider Eel gets +2/+2 until end of turn.
Bala Ged Thief	zendikar	79	B	3B	4	Creature - Human Rogue Ally	2	2	R	Whenever Bala Ged Thief or another Ally enters the battlefield under your control, target player reveals a number of cards from his or her hand equal to the number of Allies you control. You choose one of them. That player discards that card.
Blood Seeker	zendikar	80	B	1B	2	Creature - Vampire Shaman	1	1	C	Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life.
Blood Tribute	zendikar	81	B	4BB	6	Sorcery			R	Kicker-Tap an untapped Vampire you control. (You may tap a Vampire you control in addition to any other costs as you cast this spell.) Target opponent loses half his or her life, rounded up. If Blood Tribute was kicked, you gain life equal to the life lost this way.
Bloodchief Ascension	zendikar	82	B	B	1	Enchantment			R	At the beginning of each end step, if an opponent lost 2 or more life this turn, you may put a quest counter on Bloodchief Ascension. (Damage causes loss of life.) Whenever a card is put into an opponent's graveyard from anywhere, if Bloodchief Ascension has three or more quest counters on it, you may have that player lose 2 life. If you do, you gain 2 life.
Bloodghast	zendikar	83	B	BB	2	Creature - Vampire Spirit	2	1	R	Bloodghast can't block. Bloodghast has haste as long as an opponent has 10 or less life. Landfall - Whenever a land enters the battlefield under your control, you may return Bloodghast from your graveyard to the battlefield.
Bog Tatters	zendikar	84	B	4B	5	Creature - Wraith	4	2	C	Swampwalk
Crypt Ripper	zendikar	85	B	2BB	4	Creature - Shade	2	2	C	Haste {B}: Crypt Ripper gets +1/+1 until end of turn.
Desecrated Earth	zendikar	86	B	4B	5	Sorcery			C	Destroy target land. Its controller discards a card.
Disfigure	zendikar	87	B	B	1	Instant			C	Target creature gets -2/-2 until end of turn.
Feast of Blood	zendikar	88	B	1B	2	Sorcery			U	Cast Feast of Blood only if you control two or more Vampires. Destroy target creature. You gain 4 life.
Gatekeeper of Malakir	zendikar	89	B	BB	2	Creature - Vampire Warrior	2	2	U	Kicker {B} (You may pay an additional {B} as you cast this spell.) When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature.
Giant Scorpion	zendikar	90	B	2B	3	Creature - Scorpion	1	3	C	Deathtouch (Creatures dealt damage by this creature are destroyed. You can divide this creature's combat damage among any of the creatures blocking or blocked by it.)
Grim Discovery	zendikar	91	B	1B	2	Sorcery			C	Choose one or both - Return target creature card from your graveyard to your hand; and/or return target land card from your graveyard to your hand.
Guul Draz Specter	zendikar	92	B	2BB	4	Creature - Specter	2	2	R	Flying Guul Draz Specter gets +3/+3 as long as an opponent has no cards in hand. Whenever Guul Draz Specter deals combat damage to a player, that player discards a card.
Guul Draz Vampire	zendikar	93	B	B	1	Creature - Vampire Rogue	1	1	C	As long as an opponent has 10 or less life, Guul Draz Vampire gets +2/+1 and has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Hagra Crocodile	zendikar	94	B	3B	4	Creature - Crocodile	3	1	C	Hagra Crocodile can't block. Landfall - Whenever a land enters the battlefield under your control, Hagra Crocodile gets +2/+2 until end of turn.
Hagra Diabolist	zendikar	95	B	4B	5	Creature - Ogre Shaman Ally	3	2	U	Whenever Hagra Diabolist or another Ally enters the battlefield under your control, you may have target player lose life equal to the number of Allies you control.
Halo Hunter	zendikar	96	B	2BBB	5	Creature - Demon	6	3	R	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) When Halo Hunter enters the battlefield, destroy target Angel.
Heartstabber Mosquito	zendikar	97	B	3B	4	Creature - Insect	2	2	C	Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.) Flying When Heartstabber Mosquito enters the battlefield, if it was kicked, destroy target creature.
Hideous End	zendikar	98	B	1BB	3	Instant			C	Destroy target nonblack creature. Its controller loses 2 life.
Kalitas, Bloodchief of Ghet	zendikar	99	B	5BB	7	Legendary Creature - Vampire Warrior	5	5	M	{B}{B}{B}, {T}: Destroy target creature. If that creature is put into a graveyard this way, put a black Vampire creature token onto the battlefield. Its power is equal to that creature's power and its toughness is equal to that creature's toughness.
Malakir Bloodwitch	zendikar	100	B	3BB	5	Creature - Vampire Shaman	4	4	R	Flying, protection from white When Malakir Bloodwitch enters the battlefield, each opponent loses life equal to the number of Vampires you control. You gain life equal to the life lost this way.
Marsh Casualties	zendikar	101	B	BB	2	Sorcery			U	Kicker {3} (You may pay an additional {3} as you cast this spell.) Creatures target player controls get -1/-1 until end of turn. If Marsh Casualties was kicked, those creatures get -2/-2 until end of turn instead.
Mind Sludge	zendikar	102	B	4B	5	Sorcery			U	Target player discards a card for each Swamp you control.
Mindless Null	zendikar	103	B	2B	3	Creature - Zombie	2	2	C	Mindless Null can't block unless you control a Vampire.
Mire Blight	zendikar	104	B	B	1	Enchantment - Aura			C	Enchant creature When enchanted creature is dealt damage, destroy it.
Needlebite Trap	zendikar	105	B	5BB	7	Instant - Trap			U	If an opponent gained life this turn, you may pay {B} rather than pay Needlebite Trap's mana cost. Target player loses 5 life and you gain 5 life.
Nimana Sell-Sword	zendikar	106	B	3B	4	Creature - Human Warrior Ally	2	2	C	Whenever Nimana Sell-Sword or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Nimana Sell-Sword.
Ob Nixilis, the Fallen	zendikar	107	B	3BB	5	Legendary Creature - Demon	3	3	M	Landfall - Whenever a land enters the battlefield under your control, you may have target player lose 3 life. If you do, put three +1/+1 counters on Ob Nixilis, the Fallen.
Quest for the Gravelord	zendikar	108	B	B	1	Enchantment			U	Whenever a creature is put into a graveyard from the battlefield, you may put a quest counter on Quest for the Gravelord. Remove three quest counters from Quest for the Gravelord and sacrifice it: Put a 5/5 black Zombie Giant creature token onto the battlefield.
Ravenous Trap	zendikar	109	B	2BB	4	Instant - Trap			U	If an opponent had three or more cards put into his or her graveyard from anywhere this turn, you may pay {0} rather than pay Ravenous Trap's mana cost. Exile all cards from target player's graveyard.
Sadistic Sacrament	zendikar	110	B	BBB	3	Sorcery			R	Kicker {7} (You may pay an additional {7} as you cast this spell.) Search target player's library for up to three cards, exile them, then that player shuffles his or her library. If Sadistic Sacrament was kicked, instead search that player's library for up to fifteen cards, exile them, then that player shuffles his or her library.
Sorin Markov	zendikar	111	B	3BBB	6	Planeswalker - Sorin	4		M	+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life. -3: Target opponent's life total becomes 10. -7: You control target player's next turn.
Soul Stair Expedition	zendikar	112	B	B	1	Enchantment			C	Landfall - Whenever a land enters the battlefield under your control, you may put a quest counter on Soul Stair Expedition. Remove three quest counters from Soul Stair Expedition and sacrifice it: Return up to two target creature cards from your graveyard to your hand.
Surrakar Marauder	zendikar	113	B	1B	2	Creature - Surrakar	2	1	C	Landfall - Whenever a land enters the battlefield under your control, Surrakar Marauder gains intimidate until end of turn. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Vampire Hexmage	zendikar	114	B	BB	2	Creature - Vampire Shaman	2	1	U	First strike Sacrifice Vampire Hexmage: Remove all counters from target permanent.
Vampire Lacerator	zendikar	115	B	B	1	Creature - Vampire Warrior	2	2	C	At the beginning of your upkeep, you lose 1 life unless an opponent has 10 or less life.
Vampire Nighthawk	zendikar	116	B	1BB	3	Creature - Vampire Shaman	2	3	U	Flying Deathtouch (Creatures dealt damage by this creature are destroyed. You can divide this creature's combat damage among any of the creatures blocking or blocked by it.) Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Vampire's Bite	zendikar	117	B	B	1	Instant			C	Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.) Target creature gets +3/+0 until end of turn. If Vampire's Bite was kicked, that creature gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)
Bladetusk Boar	zendikar	118	R	3R	4	Creature - Boar	3	2	C	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Burst Lightning	zendikar	119	R	R	1	Instant			C	Kicker {4} (You may pay an additional {4} as you cast this spell.) Burst Lightning deals 2 damage to target creature or player. If Burst Lightning was kicked, it deals 4 damage to that creature or player instead.
Chandra Ablaze	zendikar	120	R	4RR	6	Planeswalker - Chandra	5		M	+1: Discard a card. If a red card is discarded this way, Chandra Ablaze deals 4 damage to target creature or player. -2: Each player discards his or her hand, then draws three cards. -7: Cast any number of red instant and/or sorcery cards from your gravey
Demolish	zendikar	121	R	3R	4	Sorcery			C	Destroy target artifact or land.
Electropotence	zendikar	122	R	2R	3	Enchantment			R	Whenever a creature enters the battlefield under your control, you may pay {2}{R}. If you do, that creature deals damage equal to its power to target creature or player.
Elemental Appeal	zendikar	123	R	RRRR	4	Sorcery			R	Kicker {5} (You may pay an additional {5} as you cast this spell.) Put a 7/1 red Elemental creature token with trample and haste onto the battlefield. Exile it at the beginning of the next end step. If Elemental Appeal was kicked, that creature gets +7/+0 until end of turn.
Geyser Glider	zendikar	124	R	3RR	5	Creature - Elemental Beast	4	4	U	Landfall - Whenever a land enters the battlefield under your control, Geyser Glider gains flying until end of turn.
Goblin Bushwhacker	zendikar	125	R	R	1	Creature - Goblin Warrior	1	1	C	Kicker {R} (You may pay an additional {R} as you cast this spell.) When Goblin Bushwhacker enters the battlefield, if it was kicked, creatures you control get +1/+0 and gain haste until end of turn.
Goblin Guide	zendikar	126	R	R	1	Creature - Goblin Scout	2	2	R	Haste Whenever Goblin Guide attacks, defending player reveals the top card of his or her library. If it's a land card, that player puts it into his or her hand.
Goblin Ruinblaster	zendikar	127	R	2R	3	Creature - Goblin Shaman	2	1	U	Kicker {R} (You may pay an additional {R} as you cast this spell.) Haste When Goblin Ruinblaster enters the battlefield, if it was kicked, destroy target nonbasic land.
Goblin Shortcutter	zendikar	128	R	1R	2	Creature - Goblin Scout	2	1	C	When Goblin Shortcutter enters the battlefield, target creature can't block this turn.
Goblin War Paint	zendikar	129	R	1R	2	Enchantment - Aura			C	Enchant creature Enchanted creature gets +2/+2 and has haste.
Hellfire Mongrel	zendikar	130	R	2R	3	Creature - Elemental Hound	2	2	U	At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, Hellfire Mongrel deals 2 damage to him or her.
Hellkite Charger	zendikar	131	R	4RR	6	Creature - Dragon	5	5	R	Flying, haste Whenever Hellkite Charger attacks, you may pay {5}{R}{R}. If you do, untap all attacking creatures and after this phase, there is an additional combat phase.
Highland Berserker	zendikar	132	R	1R	2	Creature - Human Berserker Ally	2	1	C	Whenever Highland Berserker or another Ally enters the battlefield under your control, you may have Ally creatures you control gain first strike until end of turn.
Inferno Trap	zendikar	133	R	3R	4	Instant - Trap			U	If you've been dealt damage by two or more creatures this turn, you may pay {R} rather than pay Inferno Trap's mana cost. Inferno Trap deals 4 damage to target creature.
Kazuul Warlord	zendikar	134	R	4R	5	Creature - Minotaur Warrior Ally	3	3	R	Whenever Kazuul Warlord or another Ally enters the battlefield under your control, you may put a +1/+1 counter on each Ally creature you control.
Lavaball Trap	zendikar	135	R	6RR	8	Instant - Trap			R	If an opponent had two or more lands enter the battlefield under his or her control this turn, you may pay {3}{R}{R} rather than pay Lavaball Trap's mana cost. Destroy two target lands. Lavaball Trap deals 4 damage to each creature.
Magma Rift	zendikar	136	R	2R	3	Sorcery			C	As an additional cost to cast Magma Rift, sacrifice a land. Magma Rift deals 5 damage to target creature.
Mark of Mutiny	zendikar	137	R	2R	3	Sorcery			U	Gain control of target creature until end of turn. Put a +1/+1 counter on it and untap it. That creature gains haste until end of turn.
Molten Ravager	zendikar	138	R	2R	3	Creature - Elemental	0	4	C	{R}: Molten Ravager gets +1/+0 until end of turn.
Murasa Pyromancer	zendikar	139	R	4RR	6	Creature - Human Shaman Ally	3	2	U	Whenever Murasa Pyromancer or another Ally enters the battlefield under your control, you may have Murasa Pyromancer deal damage to target creature equal to the number of Allies you control.
Obsidian Fireheart	zendikar	140	R	1RRR	4	Creature - Elemental	4	4	M	{1}{R}{R}: Put a blaze counter on target land without a blaze counter on it. For as long as that land has a blaze counter on it, it has "At the beginning of your upkeep, this land deals 1 damage to you." (The land continues to burn after Obsidian Fireheart has left the battlefield.)
Plated Geopede	zendikar	141	R	1R	2	Creature - Insect	1	1	C	First strike Landfall - Whenever a land enters the battlefield under your control, Plated Geopede gets +2/+2 until end of turn.
Punishing Fire	zendikar	142	R	1R	2	Instant			U	Punishing Fire deals 2 damage to target creature or player. Whenever an opponent gains life, you may pay {R}. If you do, return Punishing Fire from your graveyard to your hand.
Pyromancer Ascension	zendikar	143	R	1R	2	Enchantment			R	Whenever you cast an instant or sorcery spell that has the same name as a card in your graveyard, you may put a quest counter on Pyromancer Ascension. Whenever you cast an instant or sorcery spell while Pyromancer Ascension has two or more quest counters on it, you may copy that spell. You may choose new targets for the copy.
Quest for Pure Flame	zendikar	144	R	R	1	Enchantment			U	Whenever a source you control deals damage to an opponent, you may put a quest counter on Quest for Pure Flame. Remove four quest counters from Quest for Pure Flame and sacrifice it: If any source you control would deal damage to a creature or player this turn, it deals double that damage to that creature or player instead.
Ruinous Minotaur	zendikar	145	R	1RR	3	Creature - Minotaur Warrior	5	2	C	Whenever Ruinous Minotaur deals damage to an opponent, sacrifice a land.
Runeflare Trap	zendikar	146	R	4RR	6	Instant - Trap			U	If an opponent drew three or more cards this turn, you may pay {R} rather than pay Runeflare Trap's mana cost. Runeflare Trap deals damage to target player equal to the number of cards in that player's hand.
Seismic Shudder	zendikar	147	R	1R	2	Instant			C	Seismic Shudder deals 1 damage to each creature without flying.
Shatterskull Giant	zendikar	148	R	2RR	4	Creature - Giant Warrior	4	3	C	
Slaughter Cry	zendikar	149	R	2R	3	Instant			C	Target creature gets +3/+0 and gains first strike until end of turn.
Spire Barrage	zendikar	150	R	4R	5	Sorcery			C	Spire Barrage deals damage to target creature or player equal to the number of Mountains you control.
Torch Slinger	zendikar	151	R	2R	3	Creature - Goblin Shaman	2	2	C	Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.) When Torch Slinger enters the battlefield, if it was kicked, it deals 2 damage to target creature.
Tuktuk Grunts	zendikar	152	R	4R	5	Creature - Goblin Warrior Ally	2	2	C	Haste Whenever Tuktuk Grunts or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Tuktuk Grunts.
Unstable Footing	zendikar	153	R	R	1	Instant			U	Kicker {3}{R} (You may pay an additional {3}{R} as you cast this spell.) Damage can't be prevented this turn. If Unstable Footing was kicked, it deals 5 damage to target player.
Warren Instigator	zendikar	154	R	RR	2	Creature - Goblin Berserker	1	1	M	Double strike Whenever Warren Instigator deals damage to an opponent, you may put a Goblin creature card from your hand onto the battlefield.
