Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Spell Snip	soa	57	U	2U	3	Instant			C	Counter target spell unless its controller pays {1}. Cycling {2} ({2}, Discard this card: Draw a card.)
Sphinx's Herald	soa	58	UA	U	1	Artifact Creature - Vedalken Wizard	1	1	U	{2}{U}, {T}, Sacrifice a white creature, a blue creature, and a black creature: Search your library for a card named Sphinx Sovereign and put it onto the battlefield. Then shuffle your library.
Steelclad Serpent	soa	59	UA	5U	6	Artifact Creature - Serpent	4	5	C	Steelclad Serpent can't attack unless you control another artifact.
Tezzeret the Seeker	soa	60	U	3UU	5	Planeswalker - Tezzeret	4		M	+1: Untap up to two target artifacts. -X: Search your library for an artifact card with converted mana cost X or less and put it onto the battlefield. Then shuffle your library. -5: Artifacts you control become 5/5 artifact creatures until end of turn.
Tortoise Formation	soa	61	U	3U	4	Instant			C	Creatures you control gain shroud until end of turn. (They can't be the targets of spells or abilities.)
Vectis Silencers	soa	62	UA	2U	3	Artifact Creature - Human Rogue	1	2	C	{2}{B}: Vectis Silencers gains deathtouch until end of turn. (Creatures dealt damage by this creature are destroyed. You can divide its combat damage among any of the creatures blocking or blocked by it.)
Ad Nauseam	soa	63	B	3BB	5	Instant			R	Reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost. You may repeat this process any number of times.
Archdemon of Unx	soa	64	B	5BB	7	Creature - Demon	6	6	R	Flying, trample At the beginning of your upkeep, sacrifice a non-Zombie creature, then put a 2/2 black Zombie creature token onto the battlefield.
Banewasp Affliction	soa	65	B	1B	2	Enchantment - Aura			C	Enchant creature When enchanted creature is put into a graveyard, that creature's controller loses life equal to its toughness.
Blister Beetle	soa	66	B	1B	2	Creature - Insect	1	1	C	When Blister Beetle enters the battlefield, target creature gets -1/-1 until end of turn.
Bone Splinters	soa	67	B	B	1	Sorcery			C	As an additional cost to cast Bone Splinters, sacrifice a creature. Destroy target creature.
Corpse Connoisseur	soa	68	B	4B	5	Creature - Zombie Wizard	3	3	U	When Corpse Connoisseur enters the battlefield, you may search your library for a creature card and put that card into your graveyard. If you do, shuffle your library. Unearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Cunning Lethemancer	soa	69	B	2B	3	Creature - Human Wizard	2	2	R	At the beginning of your upkeep, each player discards a card.
Death Baron	soa	70	B	1BB	3	Creature - Zombie Wizard	2	2	R	Skeleton creatures you control and other Zombie creatures you control get +1/+1 and have deathtouch.
Deathgreeter	soa	71	B	B	1	Creature - Human Shaman	1	1	C	Whenever another creature is put into a graveyard from the battlefield, you may gain 1 life.
Demon's Herald	soa	72	B	B	1	Creature - Human Wizard	1	1	U	{2}{B}, {T}, Sacrifice a blue creature, a black creature, and a red creature: Search your library for a card named Prince of Thralls and put it onto the battlefield. Then shuffle your library.
Dreg Reaver	soa	73	B	4B	5	Creature - Zombie Beast	4	3	C	
Dregscape Zombie	soa	74	B	1B	2	Creature - Zombie	2	1	C	Unearth {B} ({B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Executioner's Capsule	soa	75	BA	B	1	Artifact			C	{1}{B}, {T}, Sacrifice Executioner's Capsule: Destroy target nonblack creature.
Fleshbag Marauder	soa	76	B	2B	3	Creature - Zombie Warrior	3	1	U	When Fleshbag Marauder enters the battlefield, each player sacrifices a creature.
Glaze Fiend	soa	77	BA	1B	2	Artifact Creature - Illusion	0	1	C	Flying Whenever another artifact enters the battlefield under your control, Glaze Fiend gets +2/+2 until end of turn.
Grixis Battlemage	soa	78	B	2B	3	Creature - Human Wizard	2	2	U	{U}, {T}: Draw a card, then discard a card. {R}, {T}: Target creature can't block this turn.
Immortal Coil	soa	79	BA	2BB	4	Artifact			R	{T}, Exile two cards from your graveyard: Draw a card. If damage would be dealt to you, prevent that damage. Exile a card from your graveyard for each 1 damage prevented this way. When there are no cards in your graveyard, you lose the game.
Infest	soa	80	B	1BB	3	Sorcery			U	All creatures get -2/-2 until end of turn.
Onyx Goblet	soa	81	BA	2B	3	Artifact			C	{T}: Target player loses 1 life.
Puppet Conjurer	soa	82	BA	1B	2	Artifact Creature - Human Wizard	1	2	U	{U}, {T}: Put a 0/1 blue Homunculus artifact creature token onto the battlefield. At the beginning of your upkeep, sacrifice a Homunculus.
Resounding Scream	soa	83	B	2B	3	Sorcery			C	Target player discards a card at random. Cycling {5}{U}{B}{R} ({5}{U}{B}{R}, Discard this card: Draw a card.) When you cycle Resounding Scream, target player discards two cards at random.
Salvage Titan	soa	84	BA	4BB	6	Artifact Creature - Golem	6	4	R	You may sacrifice three artifacts rather than pay Salvage Titan's mana cost. Exile three artifact cards from your graveyard: Return Salvage Titan from your graveyard to your hand.
Scavenger Drake	soa	85	B	3B	4	Creature - Drake	1	1	U	Flying Whenever another creature is put into a graveyard from the battlefield, you may put a +1/+1 counter on Scavenger Drake.
Shadowfeed	soa	86	B	B	1	Instant			C	Exile target card from a graveyard. You gain 3 life.
Shore Snapper	soa	87	B	2B	3	Creature - Beast	2	2	C	{U}: Shore Snapper gains islandwalk until end of turn.
Skeletal Kathari	soa	88	B	4B	5	Creature - Bird Skeleton	3	2	C	Flying {B}, Sacrifice a creature: Regenerate Skeletal Kathari.
Tar Fiend	soa	89	B	5B	6	Creature - Elemental	4	4	R	Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.) When Tar Fiend enters the battlefield, target player discards a card for each creature it devoured.
Undead Leotau	soa	90	B	5B	6	Creature - Zombie Cat	3	4	C	{R}: Undead Leotau gets +1/-1 until end of turn. Unearth {2}{B} ({2}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Vein Drinker	soa	91	B	4BB	6	Creature - Vampire	4	4	R	Flying {R}, {T}: Vein Drinker deals damage equal to its power to target creature. That creature deals damage equal to its power to Vein Drinker. Whenever a creature dealt damage by Vein Drinker this turn is put into a graveyard, put a +1/+1 counter on Vein Drinker.
Viscera Dragger	soa	92	B	3B	4	Creature - Zombie Ogre Warrior	3	3	C	Cycling {2} ({2}, Discard this card: Draw a card.) Unearth {1}{B} ({1}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Bloodpyre Elemental	soa	93	R	4R	5	Creature - Elemental	4	1	C	Sacrifice Bloodpyre Elemental: Bloodpyre Elemental deals 4 damage to target creature. Activate this ability only any time you could cast a sorcery.
Bloodthorn Taunter	soa	94	R	1R	2	Creature - Human Scout	1	1	C	Haste {T}: Target creature with power 5 or greater gains haste until end of turn.
Caldera Hellion	soa	95	R	3RR	5	Creature - Hellion	3	3	R	Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.) When Caldera Hellion enters the battlefield, it deals 3 damage to each creature.
Crucible of Fire	soa	96	R	3R	4	Enchantment			R	Dragon creatures you control get +3/+3.
Dragon Fodder	soa	97	R	1R	2	Sorcery			C	Put two 1/1 red Goblin creature tokens onto the battlefield.
Dragon's Herald	soa	98	R	R	1	Creature - Goblin Shaman	1	1	U	{2}{R}, {T}, Sacrifice a black creature, a red creature, and a green creature: Search your library for a card named Hellkite Overlord and put it onto the battlefield. Then shuffle your library.
Exuberant Firestoker	soa	99	R	2R	3	Creature - Human Druid Shaman	1	1	U	At the beginning of your end step, if you control a creature with power 5 or greater, you may have Exuberant Firestoker deal 2 damage to target player. {T}: Add {1} to your mana pool.
Flameblast Dragon	soa	100	R	4RR	6	Creature - Dragon	5	5	R	Flying Whenever Flameblast Dragon attacks, you may pay {X}{R}. If you do, Flameblast Dragon deals X damage to target creature or player.
Goblin Assault	soa	101	R	2R	3	Enchantment			R	At the beginning of your upkeep, put a 1/1 red Goblin creature token with haste onto the battlefield. Goblin creatures attack each turn if able.
Goblin Mountaineer	soa	102	R	R	1	Creature - Goblin Scout	1	1	C	Mountainwalk
Hell's Thunder	soa	103	R	1RR	3	Creature - Elemental	4	4	R	Flying, haste At the beginning of the end step, sacrifice Hell's Thunder. Unearth {4}{R} ({4}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Hissing Iguanar	soa	104	R	2R	3	Creature - Lizard	3	1	C	Whenever another creature is put into a graveyard from the battlefield, you may have Hissing Iguanar deal 1 damage to target player.
Incurable Ogre	soa	105	R	3R	4	Creature - Ogre Mutant	5	1	C	
Jund Battlemage	soa	106	R	2R	3	Creature - Human Shaman	2	2	U	{B}, {T}: Target player loses 1 life. {G}, {T}: Put a 1/1 green Saproling creature token onto the battlefield.
Lightning Talons	soa	107	R	2R	3	Enchantment - Aura			C	Enchant creature Enchanted creature gets +3/+0 and has first strike.
Magma Spray	soa	108	R	R	1	Instant			C	Magma Spray deals 2 damage to target creature. If that creature would be put into a graveyard this turn, exile it instead.
Predator Dragon	soa	109	R	3RRR	6	Creature - Dragon	4	4	R	Flying, haste Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)
Resounding Thunder	soa	110	R	2R	3	Instant			C	Resounding Thunder deals 3 damage to target creature or player. Cycling {5}{B}{R}{G} ({5}{B}{R}{G}, Discard this card: Draw a card.) When you cycle Resounding Thunder, it deals 6 damage to target creature or player.
Ridge Rannet	soa	111	R	5RR	7	Creature - Beast	6	4	C	Cycling {2} ({2}, Discard this card: Draw a card.)
Rockslide Elemental	soa	112	R	2R	3	Creature - Elemental	1	1	U	First strike Whenever another creature is put into a graveyard from the battlefield, you may put a +1/+1 counter on Rockslide Elemental.
Scourge Devil	soa	113	R	4R	5	Creature - Devil	3	3	U	When Scourge Devil enters the battlefield, creatures you control get +1/+0 until end of turn. Unearth {2}{R} ({2}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Skeletonize	soa	114	R	4R	5	Instant			U	Skeletonize deals 3 damage to target creature. When a creature dealt damage this way is put into a graveyard this turn, put a 1/1 black Skeleton creature token onto the battlefield with "{B}: Regenerate this creature."
Soul's Fire	soa	115	R	2R	3	Instant			C	Target creature you control on the battlefield deals damage equal to its power to target creature or player.
Thorn-Thrash Viashino	soa	116	R	3R	4	Creature - Viashino Warrior	2	2	C	Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.) {G}: Thorn-Thrash Viashino gains trample until end of turn.
Thunder-Thrash Elder	soa	117	R	2R	3	Creature - Viashino Warrior	1	1	U	Devour 3 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with three times that many +1/+1 counters on it.)
Viashino Skeleton	soa	118	R	3R	4	Creature - Viashino Skeleton	2	1	C	{1}{B}, Discard a card: Regenerate Viashino Skeleton.
Vicious Shadows	soa	119	R	6R	7	Enchantment			R	Whenever a creature is put into a graveyard from the battlefield, you may have Vicious Shadows deal damage to target player equal to the number of cards in that player's hand.
Vithian Stinger	soa	120	R	2R	3	Creature - Human Shaman	0	1	C	{T}: Vithian Stinger deals 1 damage to target creature or player. Unearth {1}{R} ({1}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Volcanic Submersion	soa	121	R	4R	5	Sorcery			C	Destroy target artifact or land. Cycling {2} ({2}, Discard this card: Draw a card.)
Where Ancients Tread	soa	122	R	4R	5	Enchantment			R	Whenever a creature with power 5 or greater enters the battlefield under your control, you may have Where Ancients Tread deal 5 damage to target creature or player.
Algae Gharial	soa	123	G	3G	4	Creature - Crocodile	1	1	U	Shroud Whenever another creature is put into a graveyard from the battlefield, you may put a +1/+1 counter on Algae Gharial.
Behemoth's Herald	soa	124	G	G	1	Creature - Elf Shaman	1	1	U	{2}{G}, {T}, Sacrifice a red creature, a green creature, and a white creature: Search your library for a card named Godsire and put it onto the battlefield. Then shuffle your library.
Cavern Thoctar	soa	125	G	5G	6	Creature - Beast	5	5	C	{1}{R}: Cavern Thoctar gets +1/+0 until end of turn.
Court Archers	soa	126	G	2G	3	Creature - Human Archer	1	3	C	Reach (This can block creatures with flying.) Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Cylian Elf	soa	127	G	1G	2	Creature - Elf Scout	2	2	C	
Druid of the Anima	soa	128	G	1G	2	Creature - Elf Druid	1	1	C	{T}: Add {R}, {G}, or {W} to your mana pool.
Drumhunter	soa	129	G	3G	4	Creature - Human Druid Warrior	2	2	U	At the beginning of your end step, if you control a creature with power 5 or greater, you may draw a card. {T}: Add {1} to your mana pool.
Elvish Visionary	soa	130	G	1G	2	Creature - Elf Shaman	1	1	C	When Elvish Visionary enters the battlefield, draw a card.
Feral Hydra	soa	131	G	XG	1	Creature - Hydra Beast	0	0	R	Feral Hydra enters the battlefield with X +1/+1 counters on it. {3}: Put a +1/+1 counter on Feral Hydra. Any player may activate this ability.
Gift of the Gargantuan	soa	132	G	2G	3	Sorcery			C	Look at the top four cards of your library. You may reveal a creature card and/or a land card from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.
Godtoucher	soa	133	G	3G	4	Creature - Elf Cleric	2	2	C	{1}{W}, {T}: Prevent all damage that would be dealt to target creature with power 5 or greater this turn.
Jungle Weaver	soa	134	G	5GG	7	Creature - Spider	5	6	C	Reach (This can block creatures with flying.) Cycling {2} ({2}, Discard this card: Draw a card.)
Keeper of Progenitus	soa	135	G	3G	4	Creature - Elf Druid	1	3	R	Whenever a player taps a Mountain, Forest, or Plains for mana, that player adds one mana to his or her mana pool of any type that land produced.
Lush Growth	soa	136	G	G	1	Enchantment - Aura			C	Enchant land Enchanted land is a Mountain, Forest, and Plains.
Mighty Emergence	soa	137	G	2G	3	Enchantment			U	Whenever a creature with power 5 or greater enters the battlefield under your control, you may put two +1/+1 counters on it.
Manaplasm	soa	138	G	2G	3	Creature - Ooze	1	1	R	Whenever you cast a spell, Manaplasm gets +X/+X until end of turn, where X is that spell's converted mana cost.
Mosstodon	soa	139	G	4G	5	Creature - Plant Elephant	5	3	C	{1}: Target creature with power 5 or greater gains trample until end of turn.
Mycoloth	soa	140	G	3GG	5	Creature - Fungus	4	4	R	Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.) At the beginning of your upkeep, put a 1/1 green Saproling creature token onto the battlefield for each +1/+1 counter on Mycoloth.
Naturalize	soa	141	G	1G	2	Instant			C	Destroy target artifact or enchantment.
Naya Battlemage	soa	142	G	2G	3	Creature - Human Shaman	2	2	U	{R}, {T}: Target creature gets +2/+0 until end of turn. {W}, {T}: Tap target creature.
Ooze Garden	soa	143	G	1G	2	Enchantment			R	{1}{G}, Sacrifice a non-Ooze creature: Put an X/X green Ooze creature token onto the battlefield, where X is the sacrificed creature's power. Activate this ability only any time you could cast a sorcery.
Resounding Roar	soa	144	G	1G	2	Instant			C	Target creature gets +3/+3 until end of turn. Cycling {5}{R}{G}{W} ({5}{R}{G}{W}, Discard this card: Draw a card.) When you cycle Resounding Roar, target creature gets +6/+6 until end of turn.
Rhox Charger	soa	145	G	3G	4	Creature - Rhino Soldier	3	3	U	Trample Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Sacellum Godspeaker	soa	146	G	2G	3	Creature - Elf Druid	2	2	R	{T}: Reveal any number of creature cards with power 5 or greater from your hand. Add {G} to your mana pool for each card revealed this way.
Savage Hunger	soa	147	G	2G	3	Enchantment - Aura			C	Enchant creature Enchanted creature gets +1/+0 and has trample. Cycling {2} ({2}, Discard this card: Draw a card.)
Skullmulcher	soa	148	G	4G	5	Creature - Elemental	3	3	R	Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.) When Skullmulcher enters the battlefield, draw a card for each creature it devoured.
Soul's Might	soa	149	G	4G	5	Sorcery			C	Put X +1/+1 counters on target creature, where X is that creature's power.
Spearbreaker Behemoth	soa	150	G	5GG	7	Creature - Beast	5	5	R	Spearbreaker Behemoth is indestructible. {1}: Target creature with power 5 or greater is indestructible this turn.
Topan Ascetic	soa	151	G	2G	3	Creature - Human Monk	2	2	U	Tap an untapped creature you control: Topan Ascetic gets +1/+1 until end of turn.
Wild Nacatl	soa	152	G	G	1	Creature - Cat Warrior	1	1	C	Wild Nacatl gets +1/+1 as long as you control a Mountain. Wild Nacatl gets +1/+1 as long as you control a Plains.
Agony Warp	soa	153	UB	UB	2	Instant			C	Target creature gets -3/-0 until end of turn. Target creature gets -0/-3 until end of turn.
Ajani Vengeant	soa	154	RW	2RW	4	Planeswalker - Ajani	3		M	+1: Target permanent doesn't untap during its controller's next untap step. -2: Ajani Vengeant deals 3 damage to target creature or player and you gain 3 life. -7: Destroy all lands target player controls.
Bant Charm	soa	155	GWU	GWU	3	Instant			U	Choose one - Destroy target artifact; or put target creature on the bottom of its owner's library; or counter target instant spell.
Blightning	soa	156	BR	1BR	3	Sorcery			C	Blightning deals 3 damage to target player. That player discards two cards.
Blood Cultist	soa	157	BR	1BR	3	Creature - Human Wizard	1	1	U	{T}: Blood Cultist deals 1 damage to target creature. Whenever a creature dealt damage by Blood Cultist this turn is put into a graveyard, put a +1/+1 counter on Blood Cultist.
Branching Bolt	soa	158	RG	1RG	3	Instant			C	Choose one or both - Branching Bolt deals 3 damage to target creature with flying; and/or Branching Bolt deals 3 damage to target creature without flying.
Brilliant Ultimatum	soa	159	WUB	WWUUUBB	7	Sorcery			R	Exile the top five cards of your library. An opponent separates those cards into two piles. You may play any number of cards from one of those piles without paying their mana costs.
Broodmate Dragon	soa	160	BRG	3BRG	6	Creature - Dragon	4	4	R	Flying When Broodmate Dragon enters the battlefield, put a 4/4 red Dragon creature token with flying onto the battlefield.
Bull Cerodon	soa	161	RW	4RW	6	Creature - Beast	5	5	U	Vigilance, haste
Carrion Thrash	soa	162	BRG	2BRG	5	Creature - Viashino Warrior	4	4	C	When Carrion Thrash is put into a graveyard from the battlefield, you may pay {2}. If you do, return another target creature card from your graveyard to your hand.
