Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Shu General	p3k	25	W	3W	4	Creature - Human Soldier	2	2	U	Vigilance; horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Shu Grain Caravan	p3k	26	W	2W	3	Creature - Human Soldier	2	2	C	When Shu Grain Caravan enters the battlefield, you gain 2 life.
Shu Soldier-Farmers	p3k	27	W	4W	5	Creature - Human Soldier	2	4	U	When Shu Soldier-Farmers enters the battlefield, you gain 4 life.
Vengeance	p3k	28	W	3W	4	Sorcery			U	Destroy target tapped creature.
Virtuous Charge	p3k	29	W	2W	3	Sorcery			C	Creatures you control get +1/+1 until end of turn.
Volunteer Militia	p3k	30	W	W	1	Creature - Human Soldier	1	2	C	
Warrior's Stand	p3k	31	W	1W	2	Instant			U	Cast Warrior's Stand only during the declare attackers step and only if you've been attacked this step. Creatures you control get +2/+2 until end of turn.
Zhang Fei, Fierce Warrior	p3k	32	W	4WW	6	Legendary Creature - Human Soldier Warrior	4	4	R	Vigilance; horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Zhao Zilong, Tiger General	p3k	33	W	3WW	5	Legendary Creature - Human Soldier Warrior	3	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Zhao Zilong, Tiger General blocks, it gets +1/+1 until end of turn.
Balance of Power	p3k	34	U	3UU	5	Sorcery			R	If target opponent has more cards in hand than you, draw cards equal to the difference.
Borrowing 100,000 Arrows	p3k	35	U	2U	3	Sorcery			U	Draw a card for each tapped creature target opponent controls.
Brilliant Plan	p3k	36	U	4U	5	Sorcery			U	Draw three cards.
Broken Dam	p3k	37	U	U	1	Sorcery			C	Tap one or two target creatures without horsemanship.
Capture of Jingzhou	p3k	38	U	3UU	5	Sorcery			R	Take an extra turn after this one.
Champion's Victory	p3k	39	U	U	1	Instant			U	Cast Champion's Victory only during the declare attackers step and only if you've been attacked this step. Return target attacking creature to its owner's hand.
Council of Advisors	p3k	40	U	2U	3	Creature - Human Advisor	1	1	U	When Council of Advisors enters the battlefield, draw a card.
Counterintelligence	p3k	41	U	2UU	4	Sorcery			U	Return one or two target creatures to their owners' hands.
Exhaustion	p3k	42	U	2U	3	Sorcery			R	Creatures and lands target opponent controls don't untap during his or her next untap step.
Extinguish	p3k	43	U	1U	2	Instant			C	Counter target sorcery spell.
Forced Retreat	p3k	44	U	2U	3	Sorcery			C	Put target creature on top of its owner's library.
Lady Sun	p3k	45	U	1UU	3	Legendary Creature - Human Advisor	1	1	R	{T}: Return Lady Sun and another target creature to their owners' hands. Activate this ability only during your turn, before attackers are declared.
Lu Meng, Wu General	p3k	46	U	3UU	5	Legendary Creature - Human Soldier	4	4	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Lu Su, Wu Advisor	p3k	47	U	3UU	5	Legendary Creature - Human Advisor	1	2	R	{T}: Draw a card. Activate this ability only during your turn, before attackers are declared.
Lu Xun, Scholar General	p3k	48	U	2UU	4	Legendary Creature - Human Soldier	1	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Lu Xun, Scholar General deals damage to an opponent, you may draw a card.
Mystic Denial	p3k	49	U	1UU	3	Instant			U	Counter target creature or sorcery spell.
Preemptive Strike	p3k	50	U	1U	2	Instant			C	Counter target creature spell.
Red Cliffs Armada	p3k	51	U	4U	5	Creature - Human Soldier	5	4	U	Red Cliffs Armada can't attack unless defending player controls an Island.
Sage's Knowledge	p3k	52	U	2U	3	Sorcery			C	Return target sorcery card from your graveyard to your hand.
Strategic Planning	p3k	53	U	1U	2	Sorcery			U	Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.
Straw Soldiers	p3k	54	U	1U	2	Creature - Scarecrow Soldier	1	3	C	
Sun Ce, Young Conquerer	p3k	55	U	3UU	5	Legendary Creature - Human Soldier	3	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) When Sun Ce, Young Conquerer enters the battlefield, you may return target creature to its owner's hand.
Sun Quan, Lord of Wu	p3k	56	U	4UU	6	Legendary Creature - Human Soldier	4	4	R	Creatures you control have horsemanship. (They can't be blocked except by creatures with horsemanship.)
Wu Admiral	p3k	57	U	4U	5	Creature - Human Soldier	3	3	U	Wu Admiral gets +1/+1 as long as an opponent controls an Island.
Wu Elite Cavalry	p3k	58	U	3U	4	Creature - Human Soldier	2	3	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Wu Infantry	p3k	59	U	1U	2	Creature - Human Soldier	2	1	C	
Wu Light Cavalry	p3k	60	U	1U	2	Creature - Human Soldier	1	2	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Wu Longbowman	p3k	61	U	2U	3	Creature - Human Soldier Archer	1	1	U	{T}: Wu Longbowman deals 1 damage to target creature or player. Activate this ability only during your turn, before attackers are declared.
Wu Scout	p3k	62	U	1U	2	Creature - Human Soldier Scout	1	1	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) When Wu Scout enters the battlefield, look at target opponent's hand.
Wu Spy	p3k	63	U	1U	2	Creature - Human Soldier Rogue	1	1	U	When Wu Spy enters the battlefield, look at the top two cards of target player's library. Put one of them into his or her graveyard.
Wu Warship	p3k	64	U	2U	3	Creature - Human Soldier	3	3	C	Wu Warship can't attack unless defending player controls an Island.
Zhou Yu, Chief Commander	p3k	65	U	5UU	7	Legendary Creature - Human Soldier	8	8	R	Zhou Yu, Chief Commander can't attack unless defending player controls an Island.
Zhuge Jin, Wu Strategist	p3k	66	U	1UU	3	Legendary Creature - Human Advisor	1	1	R	{T}: Target creature is unblockable this turn. Activate this ability only during your turn, before attackers are declared.
Ambition's Cost	p3k	67	B	3B	4	Sorcery			R	You draw three cards and you lose 3 life.
Cao Cao, Lord of Wei	p3k	68	B	3BB	5	Legendary Creature - Human Soldier	3	3	R	{T}: Target opponent discards two cards. Activate this ability only during your turn, before attackers are declared.
Cao Ren, Wei Commander	p3k	69	B	2BB	4	Legendary Creature - Human Soldier Warrior	3	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) When Cao Ren, Wei Commander enters the battlefield, you lose 3 life.
Coercion	p3k	70	B	2B	3	Sorcery			U	Target opponent reveals his or her hand. You choose a card from it. That player discards that card.
Corrupt Court Official	p3k	71	B	1B	2	Creature - Human Advisor	1	1	U	When Corrupt Court Official enters the battlefield, target opponent discards a card.
Cunning Advisor	p3k	72	B	3B	4	Creature - Human Advisor	1	1	U	{T}: Target opponent discards a card. Activate this ability only during your turn, before attackers are declared.
Deception	p3k	73	B	2B	3	Sorcery			C	Target opponent discards two cards.
Desperate Charge	p3k	74	B	2B	3	Sorcery			U	Creatures you control get +2/+0 until end of turn.
Famine	p3k	75	B	3BB	5	Sorcery			U	Famine deals 3 damage to each creature and each player.
Ghostly Visit	p3k	76	B	2B	3	Sorcery			C	Destroy target nonblack creature.
Imperial Edict	p3k	77	B	1B	2	Sorcery			C	Target opponent sacrifices a creature.
Imperial Seal	p3k	78	B	B	1	Sorcery			R	Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.
Overwhelming Forces	p3k	79	B	6BB	8	Sorcery			R	Destroy all creatures target opponent controls. Draw a card for each creature destroyed this way.
Poison Arrow	p3k	80	B	4BB	6	Sorcery			U	Destroy target nonblack creature. You gain 3 life.
Return to Battle	p3k	81	B	B	1	Sorcery			C	Return target creature card from your graveyard to your hand.
Sima Yi, Wei Field Marshal	p3k	82	B	5B	6	Legendary Creature - Human Soldier	*	4	R	Sima Yi, Wei Field Marshal's power is equal to the number of Swamps you control.
Stolen Grain	p3k	83	B	4BB	6	Sorcery			U	Stolen Grain deals 5 damage to target opponent. You gain 5 life.
Stone Catapult	p3k	84	B	4B	5	Creature - Human Soldier	1	2	R	{T}: Destroy target tapped nonblack creature. Activate this ability only during your turn, before attackers are declared.
Wei Ambush Force	p3k	85	B	1B	2	Creature - Human Soldier	1	1	C	Whenever Wei Ambush Force attacks, it gets +2/+0 until end of turn.
Wei Assassins	p3k	86	B	3BB	5	Creature - Human Soldier Assassin	3	2	U	When Wei Assassins enters the battlefield, target opponent sacrifices a creature.
Wei Elite Companions	p3k	87	B	4B	5	Creature - Human Soldier	3	3	U	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Wei Infantry	p3k	88	B	1B	2	Creature - Human Soldier	2	1	C	
Wei Night Raiders	p3k	89	B	2BB	4	Creature - Human Soldier	2	2	U	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Wei Night Raiders deals damage to an opponent, that player discards a card.
Wei Scout	p3k	90	B	1B	2	Creature - Human Soldier Scout	1	1	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Wei Strike Force	p3k	91	B	2B	3	Creature - Human Soldier	2	1	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Xiahou Dun, the One-Eyed	p3k	92	B	2BB	4	Legendary Creature - Human Soldier	3	2	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Sacrifice Xiahou Dun, the One-Eyed: Return target black card from your graveyard to your hand. Activate this ability only during your turn, before attackers are declared.
Xun Yu, Wei Advisor	p3k	93	B	1BB	3	Legendary Creature - Human Advisor	1	1	R	{T}: Target creature you control gets +2/+0 until end of turn. Activate this ability only during your turn, before attackers are declared.
Young Wei Recruits	p3k	94	B	1B	2	Creature - Human Soldier	2	2	C	Young Wei Recruits can't block.
Zhang He, Wei General	p3k	95	B	3BB	5	Legendary Creature - Human Soldier	4	2	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Zhang He, Wei General attacks, each other creature you control gets +1/+0 until end of turn.
Zhang Liao, Hero of Hefei	p3k	96	B	4BB	6	Legendary Creature - Human Soldier	3	3	R	Whenever Zhang Liao, Hero of Hefei deals damage to an opponent, that opponent discards a card.
Zodiac Pig	p3k	97	B	3B	4	Creature - Boar	3	3	U	Swampwalk
Zodiac Rat	p3k	98	B	B	1	Creature - Rat	1	1	C	Swampwalk
Zodiac Snake	p3k	99	B	2B	3	Creature - Snake	2	2	C	Swampwalk
Barbarian General	p3k	100	R	4R	5	Creature - Human Barbarian Soldier	3	2	U	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Barbarian Horde	p3k	101	R	3R	4	Creature - Human Barbarian Soldier	3	3	C	
Blaze	p3k	102	R	XR	1	Sorcery			U	Blaze deals X damage to target creature or player.
Burning Fields	p3k	103	R	4R	5	Sorcery			C	Burning Fields deals 5 damage to target opponent.
Burning of Xinye	p3k	104	R	4RR	6	Sorcery			R	Each player sacrifices four lands. Burning of Xinye deals 4 damage to each creature.
Control of the Court	p3k	105	R	1R	2	Sorcery			U	Draw four cards, then discard three cards at random.
Corrupt Eunuchs	p3k	106	R	3R	4	Creature - Human Advisor	2	2	U	When Corrupt Eunuchs enters the battlefield, it deals 2 damage to target creature.
Desert Sandstorm	p3k	107	R	2R	3	Sorcery			C	Desert Sandstorm deals 1 damage to each creature.
Diaochan, Artful Beauty	p3k	108	R	3R	4	Legendary Creature - Human Advisor	1	1	R	{T}: Destroy target creature of your choice, then destroy target creature of an opponent's choice. Activate this ability only during your turn, before attackers are declared.
Dong Zhou, the Tyrant	p3k	109	R	4R	5	Legendary Creature - Human Soldier	3	3	R	When Dong Zhou, the Tyrant enters the battlefield, target creature an opponent controls deals damage equal to its power to that player.
Eunuchs' Intrigues	p3k	110	R	2R	3	Sorcery			U	Target opponent chooses a creature he or she controls. Other creatures he or she controls can't block this turn.
Fire Ambush	p3k	111	R	1R	2	Sorcery			C	Fire Ambush deals 3 damage to target creature or player.
Fire Bowman	p3k	112	R	R	1	Creature - Human Soldier Archer	1	1	U	Sacrifice Fire Bowman: Fire Bowman deals 1 damage to target creature or player. Activate this ability only during your turn, before attackers are declared.
Imperial Recruiter	p3k	113	R	2R	3	Creature - Human Advisor	1	1	U	When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, and put it into your hand. Then shuffle your library.
Independent Troops	p3k	114	R	1R	2	Creature - Human Soldier	2	1	C	
Lu Bu, Master-at-Arms	p3k	115	R	5R	6	Legendary Creature - Human Soldier Warrior	4	3	R	Haste; horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Ma Chao, Western Warrior	p3k	116	R	3RR	5	Legendary Creature - Human Soldier Warrior	3	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Whenever Ma Chao, Western Warrior attacks alone, it's unblockable this combat.
Mountain Bandit	p3k	117	R	R	1	Creature - Human Soldier Rogue	1	1	C	Haste
Ravaging Horde	p3k	118	R	3RR	5	Creature - Human Soldier	3	3	U	When Ravaging Horde enters the battlefield, destroy target land.
Relentless Assault	p3k	119	R	2RR	4	Sorcery			R	Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.
Renegade Troops	p3k	120	R	4R	5	Creature - Human Soldier	4	2	U	Haste
Rockslide Ambush	p3k	121	R	1R	2	Sorcery			U	Rockslide Ambush deals damage equal to the number of Mountains you control to target creature.
Rolling Earthquake	p3k	122	R	XR	1	Sorcery			R	Rolling Earthquake deals X damage to each creature without horsemanship and each player.
Stone Rain	p3k	123	R	2R	3	Sorcery			C	Destroy target land.
Warrior's Oath	p3k	124	R	RR	2	Sorcery			R	Take an extra turn after this one. At the beginning of that turn's end step, you lose the game.
Yellow Scarves Cavalry	p3k	125	R	1R	2	Creature - Human Soldier	1	1	C	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Yellow Scarves Cavalry can't block.
Yellow Scarves General	p3k	126	R	3R	4	Creature - Human Soldier	2	2	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Yellow Scarves General can't block.
Yellow Scarves Troops	p3k	127	R	1R	2	Creature - Human Soldier	2	2	C	Yellow Scarves Troops can't block.
Yuan Shao, the Indecisive	p3k	128	R	4R	5	Legendary Creature - Human Soldier	2	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Each creature you control can't be blocked by more than one creature.
Yuan Shao's Infantry	p3k	129	R	3R	4	Creature - Human Soldier	2	2	U	Whenever Yuan Shao's Infantry attacks alone, Yuan Shao's Infantry is unblockable this combat.
Zodiac Dog	p3k	130	R	2R	3	Creature - Hound	2	2	C	Mountainwalk
Zodiac Dragon	p3k	131	R	7RR	9	Creature - Dragon	8	8	R	When Zodiac Dragon is put into your graveyard from the battlefield, you may return it to your hand.
Zodiac Goat	p3k	132	R	R	1	Creature - Goat	1	1	C	Mountainwalk
Borrowing the East Wind	p3k	133	G	XGG	2	Sorcery			R	Borrowing the East Wind deals X damage to each creature with horsemanship and each player.
False Mourning	p3k	134	G	G	1	Sorcery			U	Put target card from your graveyard on top of your library.
Forest Bear	p3k	135	G	1G	2	Creature - Bear	2	2	C	
Heavy Fog	p3k	136	G	1G	2	Instant			U	Cast Heavy Fog only during the declare attackers step and only if you've been attacked this step. Prevent all damage that would be dealt to you this turn by attacking creatures.
Hua Tuo, Honored Physician	p3k	137	G	1GG	3	Legendary Creature - Human	1	2	R	{T}: Put target creature card from your graveyard on top of your library. Activate this ability only during your turn, before attackers are declared.
Hunting Cheetah	p3k	138	G	2G	3	Creature - Cat	2	3	U	Whenever Hunting Cheetah deals damage to an opponent, you may search your library for a Forest card, reveal that card, put it into your hand, then shuffle your library.
Lady Zhurong, Warrior Queen	p3k	139	G	4G	5	Legendary Creature - Human Soldier Warrior	4	3	R	Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Lone Wolf	p3k	140	G	2G	3	Creature - Wolf	2	2	U	You may have Lone Wolf assign its combat damage as though it weren't blocked.
Marshaling the Troops	p3k	141	G	1G	2	Sorcery			R	Tap any number of untapped creatures you control. You gain 4 life for each creature tapped this way.
Meng Huo, Barbarian King	p3k	142	G	3GG	5	Legendary Creature - Human Barbarian Soldier	4	4	R	Other green creatures you control get +1/+1.
Meng Huo's Horde	p3k	143	G	4G	5	Creature - Human Soldier	4	5	C	
Riding the Dilu Horse	p3k	144	G	2G	3	Sorcery			R	Target creature gets +2/+2 and gains horsemanship. (It can't be blocked except by creatures with horsemanship. This effect lasts indefinitely.)
Slashing Tiger	p3k	145	G	2GG	4	Creature - Cat	3	3	R	Whenever Slashing Tiger becomes blocked, it gets +2/+2 until end of turn.
Southern Elephant	p3k	146	G	3G	4	Creature - Elephant	3	4	C	
Spoils of Victory	p3k	147	G	2G	3	Sorcery			U	Search your library for a basic land card and put that card onto the battlefield. Then shuffle your library.
Spring of Eternal Peace	p3k	148	G	3GG	5	Sorcery			C	You gain 8 life.
Stalking Tiger	p3k	149	G	3G	4	Creature - Cat	3	3	C	Stalking Tiger can't be blocked by more than one creature.
Taoist Hermit	p3k	150	G	2G	3	Creature - Human Mystic	2	2	U	Taoist Hermit can't be the target of spells or abilities your opponents control.
Taoist Mystic	p3k	151	G	2G	3	Creature - Human Mystic	2	2	R	Taoist Mystic can't be blocked by creatures with horsemanship.
Taunting Challenge	p3k	152	G	1GG	3	Sorcery			R	All creatures able to block target creature this turn do so.
Three Visits	p3k	153	G	1G	2	Sorcery			C	Search your library for a Forest card and put that card onto the battlefield. Then shuffle your library.
Trained Cheetah	p3k	154	G	2G	3	Creature - Cat	2	2	U	Whenever Trained Cheetah becomes blocked, it gets +1/+1 until end of turn.
Trained Jackal	p3k	155	G	G	1	Creature - Hound	1	2	C	
Trip Wire	p3k	156	G	2G	3	Sorcery			U	Destroy target creature with horsemanship.
Wielding the Green Dragon	p3k	157	G	1G	2	Sorcery			C	Target creature gets +4/+4 until end of turn.
Wolf Pack	p3k	158	G	6GG	8	Creature - Wolf	7	6	R	You may have Wolf Pack assign its combat damage as though it weren't blocked.
Zodiac Horse	p3k	159	G	3G	4	Creature - Horse	3	3	U	Islandwalk
Zodiac Monkey	p3k	160	G	1G	2	Creature - Ape	2	1	C	Forestwalk (This creature is unblockable as long as defending player controls a Forest.)
Zodiac Ox	p3k	161	G	3G	4	Creature - Ox	3	3	U	Swampwalk
Zodiac Rabbit	p3k	162	G	G	1	Creature - Rabbit	1	1	C	Forestwalk
Zodiac Rooster	p3k	163	G	1G	2	Creature - Bird	2	1	C	Plainswalk
Zodiac Tiger	p3k	164	G	2GG	4	Creature - Cat	3	4	U	Forestwalk
Zuo Ci, the Mocking Sage	p3k	165	G	1GG	3	Legendary Creature - Human Advisor	1	2	R	Zuo Ci, the Mocking Sage can't be blocked by creatures with horsemanship. Zuo Ci can't be the target of spells or abilities your opponents control.
Plains	p3k	166	L		0	Basic Land - Plains			L	W
Island	p3k	169	L		0	Basic Land - Island			L	U
Swamp	p3k	172	L		0	Basic Land - Swamp			L	B
Mountain	p3k	175	L		0	Basic Land - Mountain			L	R
Forest	p3k	178	L		0	Basic Land - Forest			L	G
Arrogant Vampire	portal	1	B	3BB	5	Creature - Vampire	4	3	U	Flying
Assassin's Blade	portal	2	B	1B	2	Instant			U	Cast Assassin's Blade only during the declare attackers step and only if you've been attacked this step. Destroy target nonblack attacking creature.
Bog Imp	portal	3	B	1B	2	Creature - Imp	1	1	C	Flying (This creature can't be blocked except by creatures with flying or reach.)
Bog Raiders	portal	4	B	2B	3	Creature - Zombie	2	2	C	Swampwalk
Bog Wraith	portal	5	B	3B	4	Creature - Wraith	3	3	U	Swampwalk (This creature is unblockable as long as defending player controls a Swamp.)
Charging Bandits	portal	6	B	4B	5	Creature - Human Rogue	3	3	U	Whenever Charging Bandits attacks, it gets +2/+0 until end of turn.
Craven Knight	portal	7	B	1B	2	Creature - Human Knight	2	2	C	Craven Knight can't block.
Cruel Bargain	portal	8	B	BBB	3	Sorcery			R	Draw four cards. You lose half your life, rounded up.
Cruel Tutor	portal	9	B	2B	3	Sorcery			R	Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.
Dread Charge	portal	10	B	3B	4	Sorcery			R	Until end of turn, black creatures you control can be blocked only by black creatures.
Dread Reaper	portal	11	B	3BBB	6	Creature - Horror	6	5	R	Flying When Dread Reaper enters the battlefield, you lose 5 life.
Dry Spell	portal	12	B	1B	2	Sorcery			U	Dry Spell deals 1 damage to each creature and each player.
Ebon Dragon	portal	13	B	5BB	7	Creature - Dragon	5	4	R	Flying When Ebon Dragon enters the battlefield, you may have target opponent discard a card.
Endless Cockroaches	portal	14	B	1BB	3	Creature - Insect	1	1	R	When Endless Cockroaches is put into a graveyard from the battlefield, return Endless Cockroaches to its owner's hand.
Feral Shadow	portal	15	B	2B	3	Creature - Nightstalker	2	1	C	Flying
Final Strike	portal	16	B	2BB	4	Sorcery			R	As an additional cost to cast Final Strike, sacrifice a creature. Final Strike deals damage to target opponent equal to the sacrificed creature's power.
Gravedigger	portal	17	B	3B	4	Creature - Zombie	2	2	U	When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.
Hand of Death	portal	19	B	2B	3	Sorcery			C	Destroy target nonblack creature.
Howling Fury	portal	20	B	2B	3	Sorcery			C	Target creature gets +4/+0 until end of turn.
King's Assassin	portal	21	B	1BB	3	Creature - Human Assassin	1	1	R	{T}: Destroy target tapped creature. Activate this ability only during your turn, before attackers are declared.
Mercenary Knight	portal	22	B	2B	3	Creature - Human Mercenary Knight	4	4	R	When Mercenary Knight enters the battlefield, sacrifice it unless you discard a creature card.
Mind Knives	portal	23	B	1B	2	Sorcery			C	Target opponent discards a card at random.
Mind Rot	portal	24	B	2B	3	Sorcery			C	Target player discards two cards.
Muck Rats	portal	25	B	B	1	Creature - Rat	1	1	C	
Nature's Ruin	portal	26	B	2B	3	Sorcery			U	Destroy all green creatures.
Noxious Toad	portal	27	B	2B	3	Creature - Frog	1	1	U	When Noxious Toad is put into a graveyard from the battlefield, each opponent discards a card.
Python	portal	28	B	1BB	3	Creature - Snake	3	2	C	
Rain of Tears	portal	29	B	1BB	3	Sorcery			U	Destroy target land.
Raise Dead	portal	30	B	B	1	Sorcery			C	Return target creature card from your graveyard to your hand.
Serpent Assassin	portal	31	B	3BB	5	Creature - Snake Assassin	2	2	R	When Serpent Assassin enters the battlefield, you may destroy target nonblack creature.
Serpent Warrior	portal	32	B	2B	3	Creature - Snake Warrior	3	3	C	When Serpent Warrior enters the battlefield, you lose 3 life.
Skeletal Crocodile	portal	33	B	3B	4	Creature - Crocodile Skeleton	5	1	C	
Skeletal Snake	portal	34	B	1B	2	Creature - Snake Skeleton	2	1	C	
Soul Shred	portal	35	B	3BB	5	Sorcery			C	Soul Shred deals 3 damage to target nonblack creature. You gain 3 life.
Undying Beast	portal	36	B	3B	4	Creature - Beast	3	2	C	When Undying Beast is put into a graveyard from the battlefield, put Undying Beast on top of its owner's library.
Vampiric Feast	portal	37	B	5BB	7	Sorcery			U	Vampiric Feast deals 4 damage to target creature or player and you gain 4 life.
Vampiric Touch	portal	38	B	2B	3	Sorcery			C	Vampiric Touch deals 2 damage to target opponent and you gain 2 life.
Virtue's Ruin	portal	39	B	2B	3	Sorcery			U	Destroy all white creatures.
Wicked Pact	portal	40	B	1BB	3	Sorcery			R	Destroy two target nonblack creatures. You lose 5 life.
Ancestral Memories	portal	41	U	2UUU	5	Sorcery			R	Look at the top seven cards of your library. Put two of them into your hand and the rest into your graveyard.
Balance of Power	portal	42	U	3UU	5	Sorcery			R	If target opponent has more cards in hand than you, draw cards equal to the difference.
Baleful Stare	portal	43	U	2U	3	Sorcery			U	Target opponent reveals his or her hand. You draw a card for each Mountain and red card in it.
Capricious Sorcerer	portal	44	U	2U	3	Creature - Human Wizard	1	1	R	{T}: Capricious Sorcerer deals 1 damage to target creature or player. Activate this ability only during your turn, before attackers are declared.
Cloak of Feathers	portal	45	U	U	1	Sorcery			C	Target creature gains flying until end of turn. Draw a card.
Cloud Dragon	portal	46	U	5U	6	Creature - Illusion Dragon	5	4	R	Flying Cloud Dragon can block only creatures with flying.
Cloud Pirates	portal	47	U	U	1	Creature - Human Pirate	1	1	C	Flying Cloud Pirates can block only creatures with flying.
Cloud Spirit	portal	48	U	2U	3	Creature - Spirit	3	1	U	Flying Cloud Spirit can block only creatures with flying.
Command of Unsummoning	portal	49	U	2U	3	Instant			U	Cast Command of Unsummoning only during the declare attackers step and only if you've been attacked this step. Return one or two target attacking creatures to their owner's hand.
Coral Eel	portal	50	U	1U	2	Creature - Fish	2	1	C	
Cruel Fate	portal	51	U	4U	5	Sorcery			R	Look at the top five cards of target opponent's library. Put one of those cards into that player's graveyard, and the rest on top of his or her library in any order.
