Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Crossbow Infantry	mm	16	W	1W	2	Creature - Human Soldier Archer	1	1	C	{T}: Crossbow Infantry deals 1 damage to target attacking or blocking creature.
Devout Witness	mm	17	W	2W	3	Creature - Human Spellshaper	2	2	C	{1}{W}, {T}, Discard a card: Destroy target artifact or enchantment.
Disenchant	mm	18	W	1W	2	Instant			C	Destroy target artifact or enchantment.
Fountain Watch	mm	19	W	3WW	5	Creature - Human Cleric	2	4	R	Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.)
Fresh Volunteers	mm	20	W	1W	2	Creature - Human Rebel	2	2	C	
Honor the Fallen	mm	21	W	1W	2	Instant			R	Exile all creature cards from all graveyards. You gain 1 life for each card exiled this way.
Ignoble Soldier	mm	22	W	2W	3	Creature - Human Soldier	3	1	U	Whenever Ignoble Soldier becomes blocked, prevent all combat damage that would be dealt by it this turn.
Inviolability	mm	23	W	1W	2	Enchantment - Aura			C	Enchant creature Prevent all damage that would be dealt to enchanted creature.
Ivory Mask	mm	24	W	2WW	4	Enchantment			R	You have shroud. (You can't be the target of spells or abilities.)
Jhovall Queen	mm	25	W	4WW	6	Creature - Cat Rebel	4	7	R	Vigilance
Jhovall Rider	mm	26	W	4W	5	Creature - Human Rebel	3	3	U	Trample
Last Breath	mm	27	W	1W	2	Instant			U	Exile target creature with power 2 or less. Its controller gains 4 life.
Moment of Silence	mm	28	W	W	1	Instant			C	Target player skips his or her next combat phase this turn.
Moonlit Wake	mm	29	W	2W	3	Enchantment			U	Whenever a creature is put into a graveyard from the battlefield, you gain 1 life.
Muzzle	mm	30	W	1W	2	Enchantment - Aura			C	Enchant creature Prevent all damage that would be dealt by enchanted creature.
Nightwind Glider	mm	31	W	2W	3	Creature - Human Rebel	2	1	C	Flying, protection from black
Noble Purpose	mm	32	W	3WW	5	Enchantment			U	Whenever a creature you control deals combat damage, you gain that much life.
Orim's Cure	mm	33	W	1W	2	Instant			C	If you control a Plains, you may tap an untapped creature you control rather than pay the mana cost of Orim's Cure. Prevent the next 4 damage that would be dealt to target creature or player this turn.
Pious Warrior	mm	34	W	3W	4	Creature - Human Rebel Warrior	2	3	C	Whenever Pious Warrior is dealt combat damage, you gain that much life.
Ramosian Captain	mm	35	W	1WW	3	Creature - Human Rebel	2	2	U	First strike {5}, {T}: Search your library for a Rebel permanent card with converted mana cost 4 or less and put that card onto the battlefield. Then shuffle your library.
Ramosian Commander	mm	36	W	2WW	4	Creature - Human Rebel	2	4	U	{6}, {T}: Search your library for a Rebel permanent card with converted mana cost 5 or less and put that card onto the battlefield. Then shuffle your library.
Ramosian Lieutenant	mm	37	W	1W	2	Creature - Human Rebel	1	2	C	{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put that card onto the battlefield. Then shuffle your library.
Ramosian Rally	mm	38	W	3W	4	Instant			C	If you control a Plains, you may tap an untapped creature you control rather than pay Ramosian Rally's mana cost. Creatures you control get +1/+1 until end of turn.
Ramosian Sergeant	mm	39	W	W	1	Creature - Human Rebel	1	1	C	{3}, {T}: Search your library for a Rebel permanent card with converted mana cost 2 or less and put that card onto the battlefield. Then shuffle your library.
Ramosian Sky Marshal	mm	40	W	3WW	5	Creature - Human Rebel	3	3	R	Flying {7}, {T}: Search your library for a Rebel permanent card with converted mana cost 6 or less and put that card onto the battlefield. Then shuffle your library.
Rappelling Scouts	mm	41	W	2WW	4	Creature - Human Rebel Scout	1	4	R	Flying {2}{W}: Rappelling Scouts gains protection from the color of your choice until end of turn.
Renounce	mm	42	W	1W	2	Instant			U	Sacrifice any number of permanents. You gain 2 life for each one sacrificed this way.
Revered Elder	mm	43	W	2W	3	Creature - Human Cleric	1	2	C	{1}: Prevent the next 1 damage that would be dealt to Revered Elder this turn.
Reverent Mantra	mm	44	W	3W	4	Instant			R	You may exile a white card from your hand rather than pay Reverent Mantra's mana cost. All creatures gain protection from the color of your choice until end of turn.
Righteous Aura	mm	45	W	1W	2	Enchantment			U	{W}, Pay 2 life: The next time a source of your choice would deal damage to you this turn, prevent that damage.
Righteous Indignation	mm	46	W	2W	3	Enchantment			U	Whenever a creature blocks a black or red creature, the blocking creature gets +1/+1 until end of turn.
Security Detail	mm	47	W	3W	4	Enchantment			R	{W}{W}: Put a 1/1 white Soldier creature token onto the battlefield. Activate this ability only if you control no creatures and only once each turn.
Soothing Balm	mm	48	W	1W	2	Instant			C	Target player gains 5 life.
Spiritual Focus	mm	49	W	1W	2	Enchantment			R	Whenever a spell or ability an opponent controls causes you to discard a card, you gain 2 life and you may draw a card.
Steadfast Guard	mm	50	W	WW	2	Creature - Human Rebel	2	2	C	Vigilance (Attacking doesn't cause this creature to tap.)
Story Circle	mm	51	W	1WW	3	Enchantment			U	As Story Circle enters the battlefield, choose a color. {W}: The next time a source of your choice of the chosen color would deal damage to you this turn, prevent that damage.
Task Force	mm	52	W	2W	3	Creature - Human Rebel	1	3	C	Whenever Task Force becomes the target of a spell or ability, it gets +0/+3 until end of turn.
Thermal Glider	mm	53	W	2W	3	Creature - Human Rebel	2	1	C	Flying, protection from red
Tonic Peddler	mm	54	W	1W	2	Creature - Human Spellshaper	1	1	U	{W}, {T}, Discard a card: Target player gains 3 life.
Trap Runner	mm	55	W	2WW	4	Creature - Human Soldier	2	3	U	{T}: Target attacking unblocked creature becomes blocked. Activate this ability only during the declare blockers step. (This ability works on unblockable creatures.)
Wave of Reckoning	mm	56	W	4W	5	Sorcery			R	Each creature deals damage to itself equal to its power.
Wishmonger	mm	57	W	3W	4	Creature - Unicorn Monger	3	3	U	{2}: Target creature gains protection from the color of its controller's choice until end of turn. Any player may activate this ability.
Aerial Caravan	mm	58	U	4UU	6	Creature - Human Soldier	4	3	R	Flying {1}{U}{U}: Exile the top card of your library. Until end of turn, you may play that card. (Reveal the card as you exile it.)
Balloon Peddler	mm	59	U	2U	3	Creature - Human Spellshaper	2	2	C	{U}, {T}, Discard a card: Target creature gains flying until end of turn.
Blockade Runner	mm	60	U	3U	4	Creature - Merfolk	2	2	C	{U}: Blockade Runner is unblockable this turn.
Brainstorm	mm	61	U	U	1	Instant			C	Draw three cards, then put two cards from your hand on top of your library in any order.
Bribery	mm	62	U	3UU	5	Sorcery			R	Search target opponent's library for a creature card and put that card onto the battlefield under your control. Then that player shuffles his or her library.
Buoyancy	mm	63	U	1U	2	Enchantment - Aura			C	Flash Enchant creature Enchanted creature has flying.
Chambered Nautilus	mm	64	U	2U	3	Creature - Nautilus Beast	2	2	U	Whenever Chambered Nautilus becomes blocked, you may draw a card.
Chameleon Spirit	mm	65	U	3U	4	Creature - Illusion Spirit	*	*	U	As Chameleon Spirit enters the battlefield, choose a color. Chameleon Spirit's power and toughness are each equal to the number of permanents of the chosen color your opponents control.
Charisma	mm	66	U	UUU	3	Enchantment - Aura			R	Enchant creature Whenever enchanted creature deals damage to a creature, gain control of that creature for as long as Charisma remains on the battlefield.
Cloud Sprite	mm	67	U	U	1	Creature - Faerie	1	1	C	Flying (This creature can't be blocked except by creatures with flying or reach.) Cloud Sprite can block only creatures with flying.
Coastal Piracy	mm	68	U	2UU	4	Enchantment			U	Whenever a creature you control deals combat damage to an opponent, you may draw a card.
Counterspell	mm	69	U	UU	2	Instant			C	Counter target spell.
Cowardice	mm	70	U	3UU	5	Enchantment			R	Whenever a creature becomes the target of a spell or ability, return that creature to its owner's hand. (It won't be affected by the spell or ability.)
Customs Depot	mm	71	U	1U	2	Enchantment			U	Whenever you cast a creature spell, you may pay {1}. If you do, draw a card, then discard a card.
Darting Merfolk	mm	72	U	1U	2	Creature - Merfolk	1	1	C	{U}: Return Darting Merfolk to its owner's hand.
Dehydration	mm	73	U	3U	4	Enchantment - Aura			C	Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) Enchanted creature doesn't untap during its controller's untap step.
Diplomatic Escort	mm	74	U	1U	2	Creature - Human Spellshaper	1	1	U	{U}, {T}, Discard a card: Counter target spell or ability that targets a creature.
Diplomatic Immunity	mm	75	U	1U	2	Enchantment - Aura			C	Enchant creature Shroud (This permanent can't be the target of spells or abilities.) Enchanted creature has shroud.
Drake Hatchling	mm	76	U	2U	3	Creature - Drake	1	3	C	Flying {U}: Drake Hatchling gets +1/+0 until end of turn. Activate this ability only once each turn.
Embargo	mm	77	U	3U	4	Enchantment			R	Nonland permanents don't untap during their controllers' untap steps. At the beginning of your upkeep, you lose 2 life.
Energy Flux	mm	78	U	2U	3	Enchantment			U	All artifacts have "At the beginning of your upkeep, sacrifice this artifact unless you pay {2}."
Extravagant Spirit	mm	79	U	3U	4	Creature - Spirit	4	4	R	Flying At the beginning of your upkeep, sacrifice Extravagant Spirit unless you pay {1} for each card in your hand.
False Demise	mm	80	U	2U	3	Enchantment - Aura			U	Enchant creature When enchanted creature is put into a graveyard, return that card to the battlefield under your control.
Glowing Anemone	mm	81	U	3U	4	Creature - Jellyfish Beast	1	3	U	When Glowing Anemone enters the battlefield, you may return target land to its owner's hand.
Gush	mm	82	U	4U	5	Instant			C	You may return two Islands you control to their owner's hand rather than pay Gush's mana cost. Draw two cards.
High Seas	mm	83	U	2U	3	Enchantment			U	Red creature spells and green creature spells cost {1} more to cast.
Hoodwink	mm	84	U	1U	2	Instant			C	Return target artifact, enchantment, or land to its owner's hand.
Indentured Djinn	mm	85	U	1UU	3	Creature - Djinn	4	4	U	Flying When Indentured Djinn enters the battlefield, each other player may draw up to three cards.
Karn's Touch	mm	86	U	UU	2	Instant			R	Target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost until end of turn. (It retains its abilities.)
Misdirection	mm	87	U	3UU	5	Instant			R	You may exile a blue card from your hand rather than pay Misdirection's mana cost. Change the target of target spell with a single target.
Misstep	mm	88	U	1U	2	Sorcery			C	Creatures target player controls don't untap during that player's next untap step.
Overtaker	mm	89	U	1U	2	Creature - Merfolk Spellshaper	1	1	R	{3}{U}, {T}, Discard a card: Untap target creature and gain control of it until end of turn. That creature gains haste until end of turn.
Port Inspector	mm	90	U	1U	2	Creature - Human	1	2	C	Whenever Port Inspector becomes blocked, you may look at defending player's hand.
Rishadan Airship	mm	91	U	2U	3	Creature - Human Pirate	3	1	C	Flying Rishadan Airship can block only creatures with flying.
Rishadan Brigand	mm	92	U	4U	5	Creature - Human Pirate	3	2	R	Flying When Rishadan Brigand enters the battlefield, each opponent sacrifices a permanent unless he or she pays {3}. Rishadan Brigand can block only creatures with flying.
Rishadan Cutpurse	mm	93	U	2U	3	Creature - Human Pirate	1	1	C	When Rishadan Cutpurse enters the battlefield, each opponent sacrifices a permanent unless he or she pays {1}.
Rishadan Footpad	mm	94	U	3U	4	Creature - Human Pirate	2	2	U	When Rishadan Footpad enters the battlefield, each opponent sacrifices a permanent unless he or she pays {2}.
Sailmonger	mm	95	U	3U	4	Creature - Human Monger	3	3	U	{2}: Target creature gains flying until end of turn. Any player may activate this ability.
Sand Squid	mm	96	U	3U	4	Creature - Squid Beast	2	2	R	Islandwalk You may choose not to untap Sand Squid during your untap step. {T}: Tap target creature. That creature doesn't untap during its controller's untap step for as long as Sand Squid remains tapped.
Saprazzan Bailiff	mm	97	U	3UU	5	Creature - Merfolk	2	2	R	When Saprazzan Bailiff enters the battlefield, exile all artifact and enchantment cards from all graveyards. When Saprazzan Bailiff leaves the battlefield, return all artifact and enchantment cards from all graveyards to their owners' hands.
Saprazzan Breaker	mm	98	U	4U	5	Creature - Beast	3	3	U	{U}: Put the top card of your library into your graveyard. If that card is a land card, Saprazzan Breaker is unblockable this turn.
Saprazzan Heir	mm	99	U	1U	2	Creature - Merfolk	1	1	R	Whenever Saprazzan Heir becomes blocked, you may draw three cards.
Saprazzan Legate	mm	100	U	3U	4	Creature - Merfolk Soldier	1	3	U	Flying If an opponent controls a Mountain and you control an Island, you may cast Saprazzan Legate without paying its mana cost.
Saprazzan Outrigger	mm	101	U	3U	4	Creature - Merfolk	5	5	C	When Saprazzan Outrigger attacks or blocks, put it on top of its owner's library at end of combat.
Saprazzan Raider	mm	102	U	2U	3	Creature - Merfolk	1	2	C	When Saprazzan Raider becomes blocked, return it to its owner's hand.
Shoving Match	mm	103	U	2U	3	Instant			U	Until end of turn, all creatures gain "{T}: Tap target creature."
Soothsaying	mm	104	U	U	1	Enchantment			U	{3}{U}{U}: Shuffle your library. {X}: Look at the top X cards of your library and put them back in any order.
Squeeze	mm	105	U	3U	4	Enchantment			R	Sorcery spells cost {3} more to cast.
Statecraft	mm	106	U	3U	4	Enchantment			R	Prevent all combat damage that would be dealt to and dealt by creatures you control.
Stinging Barrier	mm	107	U	2UU	4	Creature - Wall	0	4	C	Defender (This creature can't attack.) {U}, {T}: Stinging Barrier deals 1 damage to target creature or player.
Thwart	mm	108	U	2UU	4	Instant			U	You may return three Islands you control to their owner's hand rather than pay Thwart's mana cost. Counter target spell.
Tidal Bore	mm	109	U	1U	2	Instant			C	You may return an Island you control to its owner's hand rather than pay Tidal Bore's mana cost. You may tap or untap target creature.
Tidal Kraken	mm	110	U	5UUU	8	Creature - Kraken	6	6	R	Tidal Kraken is unblockable.
Timid Drake	mm	111	U	2U	3	Creature - Drake	3	3	U	Flying When another creature enters the battlefield, return Timid Drake to its owner's hand.
Trade Routes	mm	112	U	1U	2	Enchantment			R	{1}: Return target land you control to its owner's hand. {1}, Discard a land card: Draw a card.
War Tax	mm	113	U	2U	3	Enchantment			U	{X}{U}: Creatures can't attack this turn unless their controller pays {X} for each attacking creature he or she controls.
Waterfront Bouncer	mm	114	U	1U	2	Creature - Merfolk Spellshaper	1	1	C	{U}, {T}, Discard a card: Return target creature to its owner's hand.
Alley Grifters	mm	115	B	1BB	3	Creature - Human Mercenary	2	2	C	Whenever Alley Grifters becomes blocked, defending player discards a card.
Black Market	mm	116	B	3BB	5	Enchantment			R	Whenever a creature is put into a graveyard from the battlefield, put a charge counter on Black Market. At the beginning of your precombat main phase, add {B} to your mana pool for each charge counter on Black Market.
Bog Smugglers	mm	117	B	1BB	3	Creature - Human Mercenary	2	2	C	Swampwalk
Bog Witch	mm	118	B	2B	3	Creature - Human Spellshaper	1	1	C	{B}, {T}, Discard a card: Add {B}{B}{B} to your mana pool.
Cackling Witch	mm	119	B	1B	2	Creature - Human Spellshaper	1	1	U	{X}{B}, {T}, Discard a card: Target creature gets +X/+0 until end of turn.
Cateran Brute	mm	120	B	2B	3	Creature - Horror Mercenary	2	2	C	{2}, {T}: Search your library for a Mercenary permanent card with converted mana cost 2 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Enforcer	mm	121	B	3BB	5	Creature - Horror Mercenary	4	3	U	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) {4}, {T}: Search your library for a Mercenary permanent card with converted mana cost 4 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Kidnappers	mm	122	B	2BB	4	Creature - Human Mercenary	4	2	U	{3}, {T}: Search your library for a Mercenary permanent card with converted mana cost 3 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Overlord	mm	123	B	4BBB	7	Creature - Horror Mercenary	7	5	R	Sacrifice a creature: Regenerate Cateran Overlord. {6}, {T}: Search your library for a Mercenary permanent card with converted mana cost 6 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Persuader	mm	124	B	BB	2	Creature - Human Mercenary	2	1	C	{1}, {T}: Search your library for a Mercenary permanent card with converted mana cost 1 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Slaver	mm	125	B	4BB	6	Creature - Horror Mercenary	5	5	R	Swampwalk {5}, {T}: Search your library for a Mercenary permanent card with converted mana cost 5 or less and put that card onto the battlefield. Then shuffle your library.
Cateran Summons	mm	126	B	B	1	Sorcery			U	Search your library for a Mercenary card, reveal that card, and put it into your hand. Then shuffle your library.
Conspiracy	mm	127	B	3BB	5	Enchantment			R	As Conspiracy enters the battlefield, choose a creature type. Creature cards you own that aren't on the battlefield, creature spells you control, and creatures you control are the chosen type.
Corrupt Official	mm	128	B	4B	5	Creature - Human Minion	3	1	R	{2}{B}: Regenerate Corrupt Official. Whenever Corrupt Official becomes blocked, defending player discards a card at random.
Dark Ritual	mm	129	B	B	1	Instant			C	Add {B}{B}{B} to your mana pool.
Deathgazer	mm	130	B	3B	4	Creature - Lizard	2	2	U	Whenever Deathgazer blocks or becomes blocked by a nonblack creature, destroy that creature at end of combat.
Deepwood Ghoul	mm	131	B	2B	3	Creature - Zombie	2	1	C	Pay 2 life: Regenerate Deepwood Ghoul.
Deepwood Legate	mm	132	B	3B	4	Creature - Shade	1	1	U	If an opponent controls a Forest and you control a Swamp, you may cast Deepwood Legate without paying its mana cost. {B}: Deepwood Legate gets +1/+1 until end of turn.
Delraich	mm	133	B	6B	7	Creature - Horror	6	6	R	Trample You may sacrifice three black creatures rather than pay Delraich's mana cost.
Enslaved Horror	mm	134	B	3B	4	Creature - Horror	4	4	U	When Enslaved Horror enters the battlefield, each other player may return a creature card from his or her graveyard to the battlefield.
Extortion	mm	135	B	3BB	5	Sorcery			R	Look at target player's hand and choose up to two cards from it. That player discards those cards.
Forced March	mm	136	B	XBBB	3	Sorcery			R	Destroy all creatures with converted mana cost X or less.
Ghoul's Feast	mm	137	B	1B	2	Instant			U	Target creature gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard.
Haunted Crossroads	mm	138	B	2B	3	Enchantment			U	{B}: Put target creature card from your graveyard on top of your library.
Highway Robber	mm	139	B	2BB	4	Creature - Human Rogue Mercenary	2	2	C	When Highway Robber enters the battlefield, target opponent loses 2 life and you gain 2 life.
Instigator	mm	140	B	1B	2	Creature - Human Spellshaper	1	1	R	{1}{B}{B}, {T}, Discard a card: Creatures target player controls attack this turn if able.
Insubordination	mm	141	B	BB	2	Enchantment - Aura			C	Enchant creature At the beginning of the end step of enchanted creature's controller, Insubordination deals 2 damage to that player unless that creature attacked this turn.
Intimidation	mm	142	B	2BBB	5	Enchantment			U	Creatures you control have fear. (They can't be blocked except by artifact creatures and/or black creatures.)
Larceny	mm	143	B	3BB	5	Enchantment			U	Whenever a creature you control deals combat damage to a player, that player discards a card.
Liability	mm	144	B	1BB	3	Enchantment			R	Whenever a nontoken permanent is put into a player's graveyard from the battlefield, that player loses 1 life.
Maggot Therapy	mm	145	B	2B	3	Enchantment - Aura			C	Flash Enchant creature Enchanted creature gets +2/-2.
Midnight Ritual	mm	146	B	X2B	3	Sorcery			R	Exile X target creature cards from your graveyard. For each creature card exiled this way, put a 2/2 black Zombie creature token onto the battlefield.
Misshapen Fiend	mm	147	B	1B	2	Creature - Horror Mercenary	1	1	C	Flying
Molting Harpy	mm	148	B	B	1	Creature - Harpy Mercenary	2	1	U	Flying At the beginning of your upkeep, sacrifice Molting Harpy unless you pay {2}.
Nether Spirit	mm	149	B	1BB	3	Creature - Spirit	2	2	R	At the beginning of your upkeep, if Nether Spirit is the only creature card in your graveyard, you may return Nether Spirit to the battlefield.
Notorious Assassin	mm	150	B	3B	4	Creature - Human Spellshaper Assassin	2	2	R	{2}{B}, {T}, Discard a card: Destroy target nonblack creature. It can't be regenerated.
Pretender's Claim	mm	151	B	1B	2	Enchantment - Aura			U	Enchant creature Whenever enchanted creature becomes blocked, tap all lands defending player controls.
Primeval Shambler	mm	152	B	4B	5	Creature - Horror Mercenary	3	3	U	{B}: Primeval Shambler gets +1/+1 until end of turn.
Putrefaction	mm	153	B	4B	5	Enchantment			U	Whenever a player casts a green or white spell, that player discards a card.
Quagmire Lamprey	mm	154	B	2B	3	Creature - Fish	1	1	U	Whenever Quagmire Lamprey becomes blocked by a creature, put a -1/-1 counter on that creature.
Rain of Tears	mm	155	B	1BB	3	Sorcery			U	Destroy target land.
Rampart Crawler	mm	156	B	B	1	Creature - Lizard Mercenary	1	1	C	Rampart Crawler can't be blocked by Walls.
Rouse	mm	157	B	1B	2	Instant			C	If you control a Swamp, you may pay 2 life rather than pay Rouse's mana cost. Target creature gets +2/+0 until end of turn.
Scandalmonger	mm	158	B	3B	4	Creature - Boar Monger	3	3	U	{2}: Target player discards a card. Any player may activate this ability but only any time he or she could cast a sorcery.
Sever Soul	mm	159	B	3BB	5	Sorcery			C	Destroy target nonblack creature. It can't be regenerated. You gain life equal to its toughness.
Silent Assassin	mm	160	B	BB	2	Creature - Human Mercenary Assassin	2	1	R	{3}{B}: Destroy target blocking creature at end of combat.
Skulking Fugitive	mm	161	B	2B	3	Creature - Horror Mercenary	3	4	C	When Skulking Fugitive becomes the target of a spell or ability, sacrifice it.
Snuff Out	mm	162	B	3B	4	Instant			C	If you control a Swamp, you may pay 4 life rather than pay Snuff Out's mana cost. Destroy target nonblack creature. It can't be regenerated.
Soul Channeling	mm	163	B	2B	3	Enchantment - Aura			C	Enchant creature Pay 2 life: Regenerate enchanted creature.
Specter's Wail	mm	164	B	1B	2	Sorcery			C	Target player discards a card at random.
Strongarm Thug	mm	165	B	2B	3	Creature - Human Mercenary	1	1	U	When Strongarm Thug enters the battlefield, you may return target Mercenary card from your graveyard to your hand.
Thrashing Wumpus	mm	166	B	3BB	5	Creature - Beast	3	3	R	{B}: Thrashing Wumpus deals 1 damage to each creature and each player.
Undertaker	mm	167	B	1B	2	Creature - Human Spellshaper	1	1	C	{B}, {T}, Discard a card: Return target creature card from your graveyard to your hand.
Unmask	mm	168	B	3B	4	Sorcery			R	You may exile a black card from your hand rather than pay Unmask's mana cost. Target player reveals his or her hand. You choose a nonland card from it. That player discards that card.
Unnatural Hunger	mm	169	B	3BB	5	Enchantment - Aura			R	Enchant creature At the beginning of the upkeep of enchanted creature's controller, Unnatural Hunger deals damage to that player equal to that creature's power unless he or she sacrifices another creature.
Vendetta	mm	170	B	B	1	Instant			C	Destroy target nonblack creature. It can't be regenerated. You lose life equal to that creature's toughness.
Wall of Distortion	mm	171	B	2BB	4	Creature - Wall	1	3	C	Defender (This creature can't attack.) {2}{B}, {T}: Target player discards a card. Activate this ability only any time you could cast a sorcery.
Arms Dealer	mm	172	R	2R	3	Creature - Goblin Rogue	1	1	U	{1}{R}, Sacrifice a Goblin: Arms Dealer deals 4 damage to target creature.
Battle Rampart	mm	173	R	2R	3	Creature - Wall	1	3	C	Defender (This creature can't attack.) {T}: Target creature gains haste until end of turn.
Battle Squadron	mm	174	R	3RR	5	Creature - Goblin	*	*	R	Flying Battle Squadron's power and toughness are each equal to the number of creatures you control.
Blaster Mage	mm	175	R	2R	3	Creature - Human Spellshaper	2	2	C	{R}, {T}, Discard a card: Destroy target Wall.
Blood Hound	mm	176	R	2R	3	Creature - Hound	1	1	R	Whenever you're dealt damage, you may put that many +1/+1 counters on Blood Hound. At the beginning of your end step, remove all +1/+1 counters from Blood Hound.
Blood Oath	mm	177	R	3R	4	Instant			R	Choose a card type. Target opponent reveals his or her hand. Blood Oath deals 3 damage to that player for each card of the chosen type revealed this way. (The card types are artifact, creature, enchantment, instant, land, planeswalker, sorcery, and tribal.)
Brawl	mm	178	R	3RR	5	Instant			R	Until end of turn, all creatures gain "{T}: This creature deals damage equal to its power to target creature."
Cave Sense	mm	179	R	1R	2	Enchantment - Aura			C	Enchant creature Enchanted creature gets +1/+1 and has mountainwalk.
Cave-In	mm	180	R	3RR	5	Sorcery			R	You may exile a red card from your hand rather than pay Cave-In's mana cost. Cave-In deals 2 damage to each creature and each player.
Cavern Crawler	mm	181	R	2R	3	Creature - Insect	0	3	C	Mountainwalk {R}: Cavern Crawler gets +1/-1 until end of turn.
Ceremonial Guard	mm	182	R	2R	3	Creature - Human Soldier	3	4	C	When Ceremonial Guard attacks or blocks, destroy it at end of combat.
Cinder Elemental	mm	183	R	3R	4	Creature - Elemental	2	2	U	{X}{R}, {T}, Sacrifice Cinder Elemental: Cinder Elemental deals X damage to target creature or player.
Close Quarters	mm	184	R	2RR	4	Enchantment			U	Whenever a creature you control becomes blocked, Close Quarters deals 1 damage to target creature or player.
Crag Saurian	mm	185	R	RRR	3	Creature - Lizard	4	4	R	Whenever a source deals damage to Crag Saurian, that source's controller gains control of Crag Saurian.
Crash	mm	186	R	2R	3	Instant			C	You may sacrifice a Mountain rather than pay Crash's mana cost. Destroy target artifact.
Flailing Manticore	mm	187	R	3R	4	Creature - Manticore	3	3	R	Flying, first strike {1}: Flailing Manticore gets +1/+1 until end of turn. Any player may activate this ability. {1}: Flailing Manticore gets -1/-1 until end of turn. Any player may activate this ability.
Flailing Ogre	mm	188	R	2R	3	Creature - Ogre	3	3	U	{1}: Flailing Ogre gets +1/+1 until end of turn. Any player may activate this ability. {1}: Flailing Ogre gets -1/-1 until end of turn. Any player may activate this ability.
Flailing Soldier	mm	189	R	R	1	Creature - Human Soldier	2	2	C	{1}: Flailing Soldier gets +1/+1 until end of turn. Any player may activate this ability. {1}: Flailing Soldier gets -1/-1 until end of turn. Any player may activate this ability.
Flaming Sword	mm	190	R	1R	2	Enchantment - Aura			C	Flash Enchant creature Enchanted creature gets +1/+0 and has first strike.
Furious Assault	mm	191	R	2R	3	Enchantment			C	Whenever you cast a creature spell, Furious Assault deals 1 damage to target player.
Gerrard's Irregulars	mm	192	R	4R	5	Creature - Human Soldier	4	2	C	Trample, haste
Hammer Mage	mm	193	R	1R	2	Creature - Human Spellshaper	1	1	U	{X}{R}, {T}, Discard a card: Destroy all artifacts with converted mana cost X or less.
