Name	Set	ImageFile	Color	Cost	ConvertedCost	Type	Power	Toughness	Rarity	Text
Wall of Bone	4e	52	B	2B	3	Creature - Skeleton Wall	1	4	U	Defender (This creature can't attack.) {B}: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
Warp Artifact	4e	53	B	BB	2	Enchantment - Aura			R	Enchant artifact At the beginning of the upkeep of enchanted artifact's controller, Warp Artifact deals 1 damage to that player.
Weakness	4e	54	B	B	1	Enchantment - Aura			C	Enchant creature Enchanted creature gets -2/-1.
Will-o'-the-Wisp	4e	55	B	B	1	Creature - Spirit	0	1	R	Flying (This creature can't be blocked except by creatures with flying or reach.) {B}: Regenerate Will-o'-the-Wisp. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
Word of Binding	4e	56	B	XBB	2	Sorcery			C	Tap X target creatures.
Xenic Poltergeist	4e	57	B	1BB	3	Creature - Spirit	1	1	R	{T}: Until your next upkeep, target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost.
Zombie Master	4e	58	B	1BB	3	Creature - Zombie	2	3	R	Other Zombie creatures have swampwalk. Other Zombies have "{B}: Regenerate this permanent."
Air Elemental	4e	59	U	3UU	5	Creature - Elemental	4	4	U	Flying
Animate Artifact	4e	60	U	3U	4	Enchantment - Aura			U	Enchant artifact As long as enchanted artifact isn't a creature, it's an artifact creature with power and toughness each equal to its converted mana cost.
Apprentice Wizard	4e	61	U	1UU	3	Creature - Human Wizard	0	1	C	{U}, {T}: Add {3} to your mana pool.
Backfire	4e	62	U	U	1	Enchantment - Aura			U	Enchant creature Whenever enchanted creature deals damage to you, Backfire deals that much damage to that creature's controller.
Blue Elemental Blast	4e	63	U	U	1	Instant			C	Choose one - Counter target red spell; or destroy target red permanent.
Control Magic	4e	64	U	2UU	4	Enchantment - Aura			U	Enchant creature You control enchanted creature.
Counterspell	4e	65	U	UU	2	Instant			U	Counter target spell.
Creature Bond	4e	66	U	1U	2	Enchantment - Aura			C	Enchant creature When enchanted creature is put into a graveyard, Creature Bond deals damage equal to that creature's toughness to the creature's controller.
Drain Power	4e	67	U	UU	2	Sorcery			R	Target player activates a mana ability of each land he or she controls, then empties his or her mana pool. Add mana to your mana pool equal to the type and amount emptied from that player's mana pool this way.
Energy Flux	4e	68	U	2U	3	Enchantment			U	All artifacts have "At the beginning of your upkeep, sacrifice this artifact unless you pay {2}."
Energy Tap	4e	69	U	U	1	Sorcery			C	Tap target untapped creature you control. If you do, add {X} to your mana pool, where X is that creature's converted mana cost.
Erosion	4e	70	U	UUU	3	Enchantment - Aura			C	Enchant land At the beginning of the upkeep of enchanted land's controller, destroy that land unless that player pays {1} or 1 life.
Feedback	4e	71	U	2U	3	Enchantment - Aura			U	Enchant enchantment At the beginning of the upkeep of enchanted enchantment's controller, Feedback deals 1 damage to that player.
Flight	4e	72	U	U	1	Enchantment - Aura			C	Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) Enchanted creature has flying. (It can't be blocked except by creatures with flying or reach.)
Flood	4e	73	U	U	1	Enchantment			C	{U}{U}: Tap target creature without flying.
Gaseous Form	4e	74	U	2U	3	Enchantment - Aura			C	Enchant creature Prevent all combat damage that would be dealt to and dealt by enchanted creature.
Ghost Ship	4e	75	U	2UU	4	Creature - Spirit	2	4	U	Flying {U}{U}{U}: Regenerate Ghost Ship.
Giant Tortoise	4e	76	U	1U	2	Creature - Turtle	1	1	C	Giant Tortoise gets +0/+3 as long as it's untapped.
Hurkyl's Recall	4e	77	U	1U	2	Instant			R	Return all artifacts target player owns to his or her hand.
Island Fish Jasconius	4e	78	U	4UUU	7	Creature - Fish	6	8	R	Island Fish Jasconius can't attack unless defending player controls an Island. Island Fish Jasconius doesn't untap during your untap step. At the beginning of your upkeep, you may pay {U}{U}{U}. If you do, untap Island Fish Jasconius. When you control no Islands, sacrifice Island Fish Jasconius.
Jump	4e	79	U	U	1	Instant			C	Target creature gains flying until end of turn.
Leviathan	4e	80	U	5UUUU	9	Creature - Leviathan	10	10	R	Trample Leviathan enters the battlefield tapped and doesn't untap during your untap step. At the beginning of your upkeep, you may sacrifice two Islands. If you do, untap Leviathan. Leviathan can't attack unless you sacrifice two Islands.
Lifetap	4e	81	U	UU	2	Enchantment			U	Whenever a Forest an opponent controls becomes tapped, you gain 1 life.
Lord of Atlantis	4e	82	U	UU	2	Creature - Merfolk	2	2	R	Other Merfolk creatures get +1/+1 and have islandwalk.
Magical Hack	4e	83	U	U	1	Instant			R	Change the text of target spell or permanent by replacing all instances of one basic land type with another. (For example, you may change "swampwalk" to "plainswalk." This effect lasts indefinitely.)
Mahamoti Djinn	4e	84	U	4UU	6	Creature - Djinn	5	6	R	Flying (This creature can't be blocked except by creatures with flying or reach.)
Mana Short	4e	85	U	2U	3	Instant			R	Tap all lands target player controls and empty his or her mana pool.
Merfolk of the Pearl Trident	4e	86	U	U	1	Creature - Merfolk	1	1	C	
Mind Bomb	4e	87	U	U	1	Sorcery			U	Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.
Phantasmal Forces	4e	88	U	3U	4	Creature - Illusion	4	1	U	Flying At the beginning of your upkeep, sacrifice Phantasmal Forces unless you pay {U}.
Phantasmal Terrain	4e	89	U	UU	2	Enchantment - Aura			C	Enchant land As Phantasmal Terrain enters the battlefield, choose a basic land type. Enchanted land is the chosen type.
Phantom Monster	4e	90	U	3U	4	Creature - Illusion	3	3	U	Flying
Pirate Ship	4e	91	U	4U	5	Creature - Human Pirate	4	3	R	Pirate Ship can't attack unless defending player controls an Island. {T}: Pirate Ship deals 1 damage to target creature or player. When you control no Islands, sacrifice Pirate Ship.
Power Leak	4e	92	U	1U	2	Enchantment - Aura			C	Enchant enchantment At the beginning of the upkeep of enchanted enchantment's controller, that player may pay up to {2}. For each one mana less than {2} he or she pays this way, Power Leak deals 1 damage to him or her.
Power Sink	4e	93	U	XU	1	Instant			C	Counter target spell unless its controller pays {X}. If he or she doesn't, that player taps all lands he or she controls and empties his or her mana pool.
Prodigal Sorcerer	4e	94	U	2U	3	Creature - Human Wizard	1	1	C	{T}: Prodigal Sorcerer deals 1 damage to target creature or player.
Psionic Entity	4e	95	U	4U	5	Creature - Illusion	2	2	R	{T}: Psionic Entity deals 2 damage to target creature or player and 3 damage to itself.
Psychic Venom	4e	96	U	1U	2	Enchantment - Aura			C	Enchant land Whenever enchanted land becomes tapped, Psychic Venom deals 2 damage to that land's controller.
Relic Bind	4e	97	U	2U	3	Enchantment - Aura			R	Enchant artifact an opponent controls Whenever enchanted artifact becomes tapped, choose one - Relic Bind deals 1 damage to target player; or target player gains 1 life.
Sea Serpent	4e	98	U	5U	6	Creature - Serpent	5	5	C	Sea Serpent can't attack unless defending player controls an Island. When you control no Islands, sacrifice Sea Serpent.
Segovian Leviathan	4e	99	U	4U	5	Creature - Leviathan	3	3	U	Islandwalk
Sindbad	4e	100	U	1U	2	Creature - Human	1	1	U	{T}: Draw a card and reveal it. If it isn't a land card, discard it.
Siren's Call	4e	101	U	U	1	Instant			U	Cast Siren's Call only during an opponent's turn, before attackers are declared. Creatures the active player controls attack this turn if able. At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn't attack this turn. Ignore this effect for each creature the player didn't control continuously since the beginning of the turn.
Sleight of Mind	4e	102	U	U	1	Instant			R	Change the text of target spell or permanent by replacing all instances of one color word with another. (For example, you may change "target black spell" to "target blue spell." This effect lasts indefinitely.)
Spell Blast	4e	103	U	XU	1	Instant			C	Counter target spell with converted mana cost X.
Stasis	4e	104	U	1U	2	Enchantment			R	Players skip their untap steps. At the beginning of your upkeep, sacrifice Stasis unless you pay {U}.
Steal Artifact	4e	105	U	2UU	4	Enchantment - Aura			U	Enchant artifact You control enchanted artifact.
Sunken City	4e	106	U	UU	2	Enchantment			C	At the beginning of your upkeep, sacrifice Sunken City unless you pay {U}{U}. Blue creatures get +1/+1.
Thoughtlace	4e	107	U	U	1	Instant			R	Target spell or permanent becomes blue. (Mana symbols on that permanent remain unchanged.)
Time Elemental	4e	108	U	2U	3	Creature - Elemental	0	2	R	When Time Elemental attacks or blocks, at end of combat, sacrifice it and it deals 5 damage to you. {2}{U}{U}, {T}: Return target permanent that isn't enchanted to its owner's hand.
Twiddle	4e	109	U	U	1	Instant			C	You may tap or untap target artifact, creature, or land.
Unstable Mutation	4e	110	U	U	1	Enchantment - Aura			C	Enchant creature Enchanted creature gets +3/+3. At the beginning of the upkeep of enchanted creature's controller, put a -1/-1 counter on that creature.
Unsummon	4e	111	U	U	1	Instant			C	Return target creature to its owner's hand.
Volcanic Eruption	4e	112	U	XUUU	3	Sorcery			R	Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains destroyed this way.
Wall of Air	4e	113	U	1UU	3	Creature - Wall	1	5	U	Defender, flying (This creature can't attack, and it can block creatures with flying.)
Wall of Water	4e	114	U	1UU	3	Creature - Wall	0	5	U	Defender (This creature can't attack.) {U}: Wall of Water gets +1/+0 until end of turn.
Water Elemental	4e	115	U	3UU	5	Creature - Elemental	5	4	U	
Zephyr Falcon	4e	116	U	1U	2	Creature - Bird	1	1	C	Flying, vigilance
Aspect of Wolf	4e	117	G	1G	2	Enchantment - Aura			R	Enchant creature Enchanted creature gets +X/+Y, where X is half the number of Forests you control, rounded down, and Y is half the number of Forests you control, rounded up.
Birds of Paradise	4e	118	G	G	1	Creature - Bird	0	1	R	Flying {T}: Add one mana of any color to your mana pool.
Carnivorous Plant	4e	119	G	3G	4	Creature - Plant Wall	4	5	C	Defender
Channel	4e	120	G	GG	2	Sorcery			U	Until end of turn, any time you could activate a mana ability, you may pay 1 life. If you do, add {1} to your mana pool.
Cockatrice	4e	121	G	3GG	5	Creature - Cockatrice	2	4	R	Flying Whenever Cockatrice blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.
Craw Wurm	4e	122	G	4GG	6	Creature - Wurm	6	4	C	
Crumble	4e	123	G	G	1	Instant			U	Destroy target artifact. It can't be regenerated. That artifact's controller gains life equal to its converted mana cost.
Desert Twister	4e	124	G	4GG	6	Sorcery			U	Destroy target permanent.
Durkwood Boars	4e	125	G	4G	5	Creature - Boar	4	4	C	
Elven Riders	4e	126	G	3GG	5	Creature - Elf	3	3	U	Elven Riders can't be blocked except by Walls and/or creatures with flying.
Elvish Archers	4e	127	G	1G	2	Creature - Elf Archer	2	1	R	First strike
Fog	4e	128	G	G	1	Instant			C	Prevent all combat damage that would be dealt this turn.
Force of Nature	4e	129	G	2GGGG	6	Creature - Elemental	8	8	R	Trample (If this creature would deal enough damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player or planeswalker.) At the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay {G}{G}{G}{G}.
Fungusaur	4e	130	G	3G	4	Creature - Fungus Lizard	2	2	R	Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.
Gaea's Liege	4e	131	G	3GGG	6	Creature - Avatar	*	*	R	As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls. {T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.
Giant Growth	4e	132	G	G	1	Instant			C	Target creature gets +3/+3 until end of turn.
Giant Spider	4e	133	G	3G	4	Creature - Spider	2	4	C	Reach (This creature can block creatures with flying.)
Grizzly Bears	4e	134	G	1G	2	Creature - Bear	2	2	C	
Hurricane	4e	135	G	XG	1	Sorcery			U	Hurricane deals X damage to each creature with flying and each player.
Instill Energy	4e	136	G	G	1	Enchantment - Aura			U	Enchant creature Enchanted creature has haste. {0}: Untap enchanted creature. Activate this ability only during your turn and only once each turn.
Ironroot Treefolk	4e	137	G	4G	5	Creature - Treefolk	3	5	C	
Killer Bees	4e	138	G	1GG	3	Creature - Insect	0	1	U	Flying {G}: Killer Bees gets +1/+1 until end of turn.
Land Leeches	4e	139	G	1GG	3	Creature - Leech	2	2	C	First strike
Ley Druid	4e	140	G	2G	3	Creature - Human Druid	1	1	U	{T}: Untap target land.
Lifeforce	4e	141	G	GG	2	Enchantment			U	{G}{G}: Counter target black spell.
Lifelace	4e	142	G	G	1	Instant			R	Target spell or permanent becomes green. (Mana symbols on that permanent remain unchanged.)
Living Artifact	4e	143	G	G	1	Enchantment - Aura			R	Enchant artifact Whenever you're dealt damage, put that many vitality counters on Living Artifact. At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.
Living Lands	4e	144	G	3G	4	Enchantment			R	All Forests are 1/1 creatures that are still lands.
Llanowar Elves	4e	145	G	G	1	Creature - Elf Druid	1	1	C	{T}: Add {G} to your mana pool.
Lure	4e	146	G	1GG	3	Enchantment - Aura			U	Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) All creatures able to block enchanted creature do so.
Marsh Viper	4e	147	G	3G	4	Creature - Snake	1	2	C	Whenever Marsh Viper deals damage to an opponent, that player gets two poison counters. (A player with ten or more poison counters loses the game.)
Nafs Asp	4e	148	G	G	1	Creature - Snake	1	1	C	Whenever Nafs Asp deals damage to a player, that player loses 1 life at the beginning of his or her next draw step unless he or she pays {1} before that draw step.
Pradesh Gypsies	4e	149	G	2G	3	Creature - Human Nomad	1	1	C	{1}{G}, {T}: Target creature gets -2/-0 until end of turn.
Radjan Spirit	4e	150	G	3G	4	Creature - Spirit	3	2	U	{T}: Target creature loses flying until end of turn.
Rebirth	4e	151	G	3GGG	6	Sorcery			R	Remove Rebirth from your deck before playing if you're not playing for ante. Each player may put the top card of his or her library into the ante. If a player does, his or her life total becomes 20.
Regeneration	4e	152	G	1G	2	Enchantment - Aura			C	Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) {G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
Sandstorm	4e	153	G	G	1	Instant			C	Sandstorm deals 1 damage to each attacking creature.
Scryb Sprites	4e	154	G	G	1	Creature - Faerie	1	1	C	Flying
Shanodin Dryads	4e	155	G	G	1	Creature - Dryad	1	1	C	Forestwalk
Stream of Life	4e	156	G	XG	1	Sorcery			C	Target player gains X life.
Sylvan Library	4e	157	G	1G	2	Enchantment			R	At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.
Thicket Basilisk	4e	158	G	3GG	5	Creature - Basilisk	2	4	U	Whenever Thicket Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.
Timber Wolves	4e	159	G	G	1	Creature - Wolf	1	1	R	Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Titania's Song	4e	160	G	3G	4	Enchantment			R	Each noncreature artifact loses its abilities and becomes an artifact creature with power and toughness each equal to its converted mana cost. If Titania's Song leaves the battlefield, this effect continues until end of turn.
Tranquility	4e	161	G	2G	3	Sorcery			C	Destroy all enchantments.
Tsunami	4e	162	G	3G	4	Sorcery			U	Destroy all Islands.
Untamed Wilds	4e	163	G	2G	3	Sorcery			U	Search your library for a basic land card and put that card onto the battlefield. Then shuffle your library.
Venom	4e	164	G	1GG	3	Enchantment - Aura			C	Enchant creature Whenever enchanted creature blocks or becomes blocked by a non-Wall creature, destroy the other creature at end of combat.
Verduran Enchantress	4e	165	G	1GG	3	Creature - Human Druid	0	2	R	Whenever you cast an enchantment spell, you may draw a card.
Wall of Brambles	4e	166	G	2G	3	Creature - Plant Wall	2	3	U	Defender (This creature can't attack.) {G}: Regenerate Wall of Brambles.
Wall of Ice	4e	167	G	2G	3	Creature - Wall	0	7	U	Defender (This creature can't attack.)
Wall of Wood	4e	168	G	G	1	Creature - Wall	0	3	C	Defender (This creature can't attack.)
Wanderlust	4e	169	G	2G	3	Enchantment - Aura			U	Enchant creature At the beginning of the upkeep of enchanted creature's controller, Wanderlust deals 1 damage to that player.
War Mammoth	4e	170	G	3G	4	Creature - Elephant	3	3	C	Trample
Web	4e	171	G	G	1	Enchantment - Aura			R	Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.) Enchanted creature gets +0/+2 and has reach. (It can block creatures with flying.)
Whirling Dervish	4e	172	G	GG	2	Creature - Human Monk	1	1	U	Protection from black At the beginning of the end step, if Whirling Dervish dealt damage to an opponent this turn, put a +1/+1 counter on it.
Wild Growth	4e	173	G	G	1	Enchantment - Aura			C	Enchant land Whenever enchanted land is tapped for mana, its controller adds {G} to his or her mana pool (in addition to the mana the land produces).
Winter Blast	4e	174	G	XG	1	Sorcery			U	Tap X target creatures. Winter Blast deals 2 damage to each of those creatures with flying.
Forest	4e	175	L		0	Basic Land - Forest			L	G
Island	4e	178	L		0	Basic Land - Island			L	U
Mishra's Factory	4e	181	L		0	Land			U	{T}: Add {1} to your mana pool. {1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land. {T}: Target Assembly-Worker creature gets +1/+1 until end of turn.
Mountain	4e	182	L		0	Basic Land - Mountain			L	R
Oasis	4e	185	L		0	Land			U	{T}: Prevent the next 1 damage that would be dealt to target creature this turn.
Plains	4e	186	L		0	Basic Land - Plains			L	W
Strip Mine	4e	189	L		0	Land			U	{T}: Add {1} to your mana pool. {T}, Sacrifice Strip Mine: Destroy target land.
Swamp	4e	190	L		0	Basic Land - Swamp			L	B
Ali Baba	4e	193	R	R	1	Creature - Human Rogue	1	1	U	{R}: Tap target Wall.
Ball Lightning	4e	194	R	RRR	3	Creature - Elemental	6	1	R	Trample (If this creature would deal enough damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player or planeswalker.) Haste (This creature can attack and {T} as soon as it comes under your control.) At the beginning of the end step, sacrifice Ball Lightning.
Bird Maiden	4e	195	R	2R	3	Creature - Human Bird	1	2	C	Flying
Blood Lust	4e	196	R	1R	2	Instant			C	If target creature has toughness 5 or greater, it gets +4/-4 until end of turn. Otherwise, it gets +4/-X until end of turn, where X is its toughness minus 1.
Brothers of Fire	4e	197	R	1RR	3	Creature - Human Shaman	2	2	C	{1}{R}{R}: Brothers of Fire deals 1 damage to target creature or player and 1 damage to you.
Burrowing	4e	198	R	R	1	Enchantment - Aura			U	Enchant creature Enchanted creature has mountainwalk.
Cave People	4e	199	R	1RR	3	Creature - Human	1	4	U	Whenever Cave People attacks, it gets +1/-2 until end of turn. {1}{R}{R}, {T}: Target creature gains mountainwalk until end of turn.
Chaoslace	4e	200	R	R	1	Instant			R	Target spell or permanent becomes red. (Its mana symbols remain unchanged.)
Crimson Manticore	4e	201	R	2RR	4	Creature - Manticore	2	2	R	Flying {R}, {T}: Crimson Manticore deals 1 damage to target attacking or blocking creature.
Detonate	4e	202	R	XR	1	Sorcery			U	Destroy target artifact with converted mana cost X. It can't be regenerated. Detonate deals X damage to that artifact's controller.
Disintegrate	4e	203	R	XR	1	Sorcery			C	Disintegrate deals X damage to target creature or player. That creature can't be regenerated this turn. If the creature would be put into a graveyard this turn, exile it instead.
Dragon Whelp	4e	204	R	2RR	4	Creature - Dragon	2	3	U	Flying {R}: Dragon Whelp gets +1/+0 until end of turn. If this ability has been activated four or more times this turn, sacrifice Dragon Whelp at the beginning of the next end step.
Dwarven Warriors	4e	205	R	2R	3	Creature - Dwarf Warrior	1	1	C	{T}: Target creature with power 2 or less is unblockable this turn.
Earth Elemental	4e	206	R	3RR	5	Creature - Elemental	4	5	U	
Earthquake	4e	207	R	XR	1	Sorcery			R	Earthquake deals X damage to each creature without flying and each player.
Eternal Warrior	4e	208	R	R	1	Enchantment - Aura			C	Enchant creature Enchanted creature has vigilance.
Fire Elemental	4e	209	R	3RR	5	Creature - Elemental	5	4	U	
Fireball	4e	210	R	XR	1	Sorcery			C	Fireball deals X damage divided evenly, rounded down, among any number of target creatures and/or players. Fireball costs {1} more to cast for each target beyond the first.
Firebreathing	4e	211	R	R	1	Enchantment - Aura			C	Enchant creature {R}: Enchanted creature gets +1/+0 until end of turn.
Fissure	4e	212	R	3RR	5	Instant			C	Destroy target creature or land. It can't be regenerated.
